source_path,source_sha256,source_page,stage,ocr_path,ocr_sha256,parsed_rows,status,header_edges_300dpi,raw_ocr,unreadable_member_counts
data/wb/2018/draft/1345-SEC-Draft order of Nadia district.pdf,32548f6f06360f7201a550b052045feeb8530fc2ba627ad15a3c602511a098f7,4,draft,data/wb/ocr/draft/1345-SEC-Draft order of Nadia district-04.tsv,d97ecaffec980c3952fff9b8903ec92e3895ad7a601c87a4f7be1760cb950cc4,11,parsed_ocr_review_required,"[634.0, 1027.75, 1475.5, 1896.0]","a
Nabadwip/ZP-24
Mayapur-Bamanpukur-II,
Mayapur-Bamanpukur-l, BC
Bablari and Mahisura
grams.
Woman
Nabadwip/ZP-25
Swarupganj, Charmajdia-
Charbrahmanagar,
Majdia-Pansila and
Fakirdanga-Gholapara
grams.
Nabadwip 2
Woman
Krishnanagar-II/ZP-26
Sadhanpara-
I,Sadhanpara-II and
Belpukur grams.
Krishnanagar-II 2 Krishnanagar-II/ZP-27
Noapara-I, Noapara-II,
Dhubulia-I and Dhubulia- SC
IJ grams.
Santipur/ZP-28
Gayeshpur, Baganchra
and Haripur grams.
Woman
Santipur/ZP-29
Babla, Belgoria-II and
Santipar 3 Belgoria-I grams.
Santipur/ZP-30
Arbandi-II, Arbandi-I,
Fulia Township and SC
Nabla grams.
Woman
Ranaghat-I/ZP-31
Barasat, Khisma and
. SC
Kalinarayanpur grams.
Ranaghat-I/ZP-32
Ramnagar-I, Ramnagar-II
Ranaghat-I 3 and Habibpur grams
Women
Ranaghat-I/ZP-33
Tarapur, Noapara-
Masunda, Anulia and
Payradanga grams
Krishnaganj/ZP-34
Gobindapur, Joyghata
and Krishnaganj grams. oe
Krishnaganj 2
Women
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Nadia\Draft Order reg. Nadia on 09.11.2017.doc
4 of 6",[]
data/wb/2018/draft/1345-SEC-Draft order of Nadia district.pdf,32548f6f06360f7201a550b052045feeb8530fc2ba627ad15a3c602511a098f7,5,draft,data/wb/ocr/draft/1345-SEC-Draft order of Nadia district-05.tsv,b26eeecec2d8d3cbb2108225c15e28b00b8572e0675d8ed3648ad09a6934cd49,9,parsed_ocr_review_required,"[634.0, 1027.75, 1475.5, 1896.0]",".
_
Krishnaganj/ZP-35
Matiary-Banpur,
Taldaha-Majdia,
Shibnibash and
Bhajanghat-Tungi grams.
Women
Hanskhali/ZP-36
Dakshinpara-lII,
Dakshinpara-l, Badkulla-
II, Badkulla-I and
Mamjoan grams.
Sc
Hanskhali/ZP-37
Betnagobindapur,
Hanskhali 5 Mayurhat-I, Mayurhat-II
and Gazna grams
Hanskhali/ZP-38
Bagula-lIl, Bagula-I,
Ramnagar-Barachupria-
II, and Ramnagar-
Barachupria-I grams
Ranaghat-II/ZP-39
Aranghata, Bahirgachhi,
Duttapulia and SC
Jugalkishore grams.
Women
Ranaghat-II/ZP-40
Raghunathpur-Hijuli-I,
Kamalpur,
Ranaghat-II 3 Raghunathpur-Hijuli-I, SC
Nokari and Shyamnagar
grams
Ranaghat-II/ZP-41
Anismali, Baidyapur-II ,
Baidyapur-I, Debagram
and Majhergram grams
Chakdaha 2 Chakdaha/ZP-42
Chanduria-I, Tatla-I,
Dubra, Talta-II, Rautari
grams.
Chakdaha/ZP-43
Silinda-I, Ghetugachhi,
Silinda-II, Hingnara and
Dewli grams.
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11,2017\Nadia\Draft Order reg. Nadia on 09.11.2017.doc
5 of 6",[]
data/wb/2018/draft/1345-SEC-Draft order of Nadia district.pdf,32548f6f06360f7201a550b052045feeb8530fc2ba627ad15a3c602511a098f7,6,draft,data/wb/ocr/draft/1345-SEC-Draft order of Nadia district-06.tsv,b84dc0d6b0fc743088caf32cf64bf99bce01c0c8b1fa3e55a33e5c16135a0b46,4,parsed_ocr_review_required,"[634.0, 1027.75, 1475.5, 1896.0]","y
; Kalyani/ZP-44
T Madanpur-I , Simurali ,
Kalyani 1 Saguna , Madanpur-Il ,
Sarati, Kanchrapara and
Chanduria-II grams
SC
Women
Haringhata/ZP-45
Kastodanga-lII,
Kastodanga-I, and
Mollabelia grams.
sc
Haringhata/ZP-46
Haringhata 3 Birohi-II and Birohi-I
grams
Haringhata/ZP-47
Fatepur, Nagarukhra-I
and Nagarukhra-II grams.
Women
(A.K.SING
State Election Commissioner,
West Bengal State Election Commission
151.17
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Nadia\Draft Order reg. Nadia on 09.11.2017.doc
6 of 6",[]
data/wb/2018/draft/1347-SEC-draft reservation-North 24 Parganas.pdf,8dc6deaabf7721c1d254b65fc10aa7f32f6c8dab0f3971400fbf2242139ebdf2,1,draft,data/wb/ocr/draft/1347-SEC-draft reservation-North 24 Parganas-01.tsv,f8923688594e7e77a7493260e35a78d307380811b7b8dbca11e278f41f1badaa,2,parsed_ocr_review_required,"[708.0, 1111.5, 1559.5, 1967.0]","WEST BENGAL STATE ELECTION COMMISSION
J ~ 18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
Ph. No. 2280-5805; FAX- 2280-7373
No. 1347-SEC/1D-214/2017 Dated. 15.11.2017.
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections ( Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt., Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of North 24 Parganas Zilla Parishad constituencies and reservation
of seats thereto for Panchayat General Elections 2018. The Block(s) have been specified in
column (1) of the Schedule below (hereinafter referred to as the said Schedule), the number of
members to be elected to the Zilla Parishad specified in the corresponding entries in column (2),
to divide the area of the Block into constituencies specified in the corresponding entries in
column (3),to determine the constituency or constituencies reserved for the Scheduled
Tribes(ST), Scheduled Castes (SC) or the Backward Classes (BC) specified in the corresponding
entries in column (4) and the constituency or constituencies reserved for women specified in the
corresponding entries in column (5) of the said schedule.
_ The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
North 24-Parganas Zilla Parishad
North 24-Parganas District
Number of Constituencies Conntitucacies
Nantel Bibel members to be | Number, Name and area reserved for eanrarat “an
elected to the of the Constituency ST/ SC/ BC
; ‘ women
Zilla Parishad persons
(1) (2) (3) (4) (5)
Bagdah/ ZP-1
Sindrani, Malipota and Women
Kaniara-II Grams
Bagdah 3
Bagdah/ ZP-2
Ranghat, Bagdah and SC
Boyra Grams
1 of 7",[]
data/wb/2018/draft/1347-SEC-draft reservation-North 24 Parganas.pdf,8dc6deaabf7721c1d254b65fc10aa7f32f6c8dab0f3971400fbf2242139ebdf2,2,draft,data/wb/ocr/draft/1347-SEC-draft reservation-North 24 Parganas-02.tsv,6ddbfe80518efee61e5d8ef8d8bfac7dabba13745236c70eadcb21484c6db84a,12,parsed_ocr_review_required,"[708.0, 1111.5, 1559.5, 1967.0]","Bagdah/ ZP-3
Kaniara-I, Asharu and
Helencha Grams sc Women
Bongaon / ZP-4
Sundarpur, Ganrapota,
Tangra, Dharmapukuria, Women
Ghatbaor and
Chhaygharia Grams
Bongaon / ZP-5
Ganganandapur, Akaipur,
Gopalnagar-I, Sc
Gopalnagar-II and
Bairampur Grams
Bongaon / ZP-6
Dighari, Palla, Kalupur,
Chowberia-II and Sc Women
Chowberia-I Grams
Bongaon 3
Gaighata / ZP-7
Simulpur, Ichhapur-II,
Chandpara and Fulsara
Grams Panchayats
Gaighata / ZP-8
Sutia, Ramnagar,
3 Jhowdanga and Duma
Gaighata Grams
SC
Women
Gaighata / ZP-9
Dharmapur-I, Dharmapur-
Il, Women
Jaleswar-I, Jaleswar-II
and Ichhapur-I Grams
Habra-I / ZP-10
Bergoom-II, Bergoom-I Women
and Maslandapur-I Grams
Habra-I / ZP-11
Habra-I 3 Rautara and Prithiba BC Women
Grams
Habra-I / ZP-12
Kumra and Maslandapur-
II Grams
SC
Swarupnagar/ ZP-13
Tepul-Mirzapur, Sauguna SC Women
Swarupnagar 3 and Charghat Grams
Swarupnagar/ ZP-14
Gobindapur, Bithari- Women
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\North 24 Parganas\Order-draft-SEC-North 24-Parganas.doc 2 of 7",[]
data/wb/2018/draft/1347-SEC-draft reservation-North 24 Parganas.pdf,8dc6deaabf7721c1d254b65fc10aa7f32f6c8dab0f3971400fbf2242139ebdf2,3,draft,data/wb/ocr/draft/1347-SEC-draft reservation-North 24 Parganas-03.tsv,7cde7a6168a100e0f61862b42de0efbba614ce78d2a5316ec3438cb2674fbbb3,9,parsed_ocr_review_required,"[708.0, 1111.5, 1559.5, 1967.0]","Hakimpur and Sarapul-
Nirman Grams
Swarupnagar/ ZP-15
Balti Nityanandakhati,
Swarupnagar-Banglani, SC
Bankra-Gokulpur and
Kaijuri Grams
Baduria / ZP-16
Chatra, Chandipur,
Bagjola, Jasaikati
Atghara and BC
Ramcharidrapur Uday
Grams
Baduria / ZP-17
Aturia, Bajitpur,
Baduria 3 Sayestanagar-II and
Sayestanagar-I Grams
Women
Women
Baduria / ZP-18
Jadurhati Uttar, Jadurhati
Dakshin, Raghunathpur,
Jagannathpur and
Nayabastia Miloni Grams
Women
Habra-II / ZP-19
Srikrishanpur, Bhurkunda, SC
Banspole and Beraberi
Grams
Habra-II 2 Habra-II / ZP-20
Dighra Malikberia,
Rajibpur Bira, Guma-II
and Guma-I Grams
Amdanga / ZP-21
Maricha, Adhata,
Chandigarh and
Sadhanpur Grams
Amdanga / ZP-22
Amdanga, Taraberia,
Bodai and Beraberia
Grams
Women
Amdanga 2
Barasat-I / ZP-23
Kashimpur, Duttapukur-I
Barasat-I 3 and Duttapukur-II_ Grams SC Women
Panchayats
H.\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\North 24 Parganas\Order-draft-SEC-North 24-Parganas.doc 3 of 7",[]
data/wb/2018/draft/1347-SEC-draft reservation-North 24 Parganas.pdf,8dc6deaabf7721c1d254b65fc10aa7f32f6c8dab0f3971400fbf2242139ebdf2,4,draft,data/wb/ocr/draft/1347-SEC-draft reservation-North 24 Parganas-04.tsv,2dc79fc9ad1af9e1bd894573f1baed633b92267add921da4a279399f7ced8439,11,parsed_ocr_review_required,"[708.0, 1111.5, 1559.5, 1967.0]","Barasat-I / ZP-24
Ichhapur Nilgunj,
Paschim Khilkapur and
Purba Khilkapur Grams
Barasat-I / ZP-25
Chhotojagulia, Kotra and
Kadambagachhi Grams a
Barrackpore-I / ZP-26
Kampa-Chakla,
Majhipara-Palashi and
Shibdaspur Grams
Barrackpore-I / ZP-27
Jetia and Mamudpur
Barrackpore-I 3 Grams
Barrackpore-I / ZP-28
Panpur-Keutia,
Kowgachi-I and
Kowgachi-II Grams
Barrackpore-II/ ZP-29
Mohanpur Grams 7 —
Barrackpore-II/ ZP-30
Sewli, Patulia and Women
Bandipur Grams
Barrackpore-II/ ZP-31
Bilkanda-I and Bilkanda-
II] Grams
Barrackpore-II 3
Rajarhat / ZP-32
Rajarhat Bishnupur — I
and Jyangra Hatiara —II Women
Grams
Rajarhat Rajarhat / ZP-33
Rajarhat Bishnupur — I], SC
Chandpur and Patharghata
Grams
Barasat-II / ZP-34
Chandigarh-Rohanda,
Barasat-II 2 Kemia-Khamarapara, BC Women
Kiritipur-II and Kiritipur-I
Grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\North 24 Parganas\Order-draft-SEC-North 24-Parganas.doc 4 of 7",[]
data/wb/2018/draft/1347-SEC-draft reservation-North 24 Parganas.pdf,8dc6deaabf7721c1d254b65fc10aa7f32f6c8dab0f3971400fbf2242139ebdf2,5,draft,data/wb/ocr/draft/1347-SEC-draft reservation-North 24 Parganas-05.tsv,f7bdb26f138011416c72b2c0a0fc616408094a5068c335309e2b2acda397f265,11,parsed_ocr_review_required,"[708.0, 1111.5, 1559.5, 1967.0]","Barasat-II / ZP-35
Dadpur, Falti-Beliaghata
and Shasan Grams
Deganga / ZP-36
Sohai-Swetpur,
Noornagar, Berachampa-I
and Deganga-I Grams
BC
Deganga / ZP-37
Hadipur-Jhikra-l,
Deganga 3 Berachampa-lIl,
Deganga-II, Champatala
and Hadipur-Jhikra-II
Grams
Deganga / ZP-38
Chowrashi, Amulia, BC Women
Chakla and Kolsur Grams
Women
Haroa / ZP-39
Haroa, Gopalpur-I and
Gopalpur-II Gram
Panchayats
Haroa / ZP-40
Khasbalanda and Kulti ST
Grams
Haroa
Haroa / ZP-41
Bokjuri, Salipur and
Sonapukur-Sankarpur
Grams.
Minakhan / ZP-42
Bamanpukur, Minakhan,
Kumarjole and
Dhuturdaha Grams
Minakhan 2
Minakhan / ZP-43
Atpukur, Mohanpur,
Champali and Chaital
Grams
SC Women
Sandeshkhali-I / ZP-44
Boyermari-I, Boyermari-
II, Sarberia Agarhati and
Hatgachi Grams
ST
Sandeshkhali-I 2
Sandeshkhali-I / ZP-45
Nazat-I, Nazat-II,
Kalinagar and Sehara
Radhanagar Grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\North 24 Parganas\Order-draft-SEC-North 24-Parganas.doc 5 of 7",[]
data/wb/2018/draft/1347-SEC-draft reservation-North 24 Parganas.pdf,8dc6deaabf7721c1d254b65fc10aa7f32f6c8dab0f3971400fbf2242139ebdf2,6,draft,data/wb/ocr/draft/1347-SEC-draft reservation-North 24 Parganas-06.tsv,d3d4c0d2cd125379be85034e76af8561aa6eca751ca835ebf1a30f1c865fdce9,10,parsed_ocr_review_required,"[708.0, 1111.5, 1559.5, 1967.0]","Sandeshkhali-II / ZP-46
Bermajur-I, Bermajur-II,
Jeliakhali and
Durgamondop Grams
Sandeshkhali-II 2 Sandeshkhali-II / ZP-47
Sandeshkhali, Korakati,
Monipur and Khulna Sc Women
Grams
Basirhat-I / ZP-48
Sangrampur Shibhati,
Gaccha Akarpu and
Itinda-Panitor Grams
Women
Basirhat-I 2
Basirhat-I / ZP-49
Sankchura Bagundi,
Nimdaria Kodalia, Gotra
and Pifa Grams
BC
Basirhat-II / ZP-50
Begumpur Bibipur,
Dhanyakuria and Kachua
Grams
Basirhat-II / ZP-51
Srinagar Matia, Ghorarash
Basirhat-II 3 Kulingram and Chaita
Grams
Basirhat-II / ZP-52
Kholapota, Champapukur
and Rajendrapur Grams
BC Women
BC
BC Women
Hasnabad / ZP-53
Murarisha, Bhebia and
Makhalgachha Grams
Panchayats
Hasnabad / ZP-54
Amlani, Barunhat-
Rameswarpur and
Hasnabad Grams
Women
Hasnabad 3
Hasnabad / ZP-55
Bhowanipur-l,
Patlikhanpur and SC
Bhowanipur-II Grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\North 24 Parganas\Order-draft-SEC-North 24-Parganas.doc 6 of 7",[]
data/wb/2018/draft/1347-SEC-draft reservation-North 24 Parganas.pdf,8dc6deaabf7721c1d254b65fc10aa7f32f6c8dab0f3971400fbf2242139ebdf2,7,draft,data/wb/ocr/draft/1347-SEC-draft reservation-North 24 Parganas-07.tsv,d4e2848f1705622e092e12a096db45a7abbe26dcec1175eafe1664c9e06a8b6b,2,parsed_ocr_review_required,"[708.0, 1111.5, 1559.5, 1967.0]","Hingalganj / ZP-56
Bishpur, Hingalganj,
Sandelerbill and Rupamari
Grams
Hingaleand Hingalganj / ZP-57
Dulduli, Sahabkhali,
Gobindakati, Jogesganj
and Kalitala Grams
SC Women
(A.K.SINGH)
State Election Commissioner,
West Bengal State Election Commission
IG. 11.17
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\North 24 Parganas\Order-draft-SEC-North 24-Parganas.doc 7 of 7",[]
data/wb/2018/draft/1349-SEC-draft reservation-South 24 Parganas.pdf,4daa641b9a96a394a2e9fb1ccaf67ab54654aaca1d76df6f68cbca243b5464ce,1,draft,data/wb/ocr/draft/1349-SEC-draft reservation-South 24 Parganas-01.tsv,d398f304408702843a5d98cb32e81387f63d34a7bf9fd8876011e570faa5850e,2,parsed_ocr_review_required,"[696.5, 1101.0, 1550.0, 1958.5]","WEST BENGAL STATE ELECTION COMMISSION
~ 18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1349- SEC/1D-207/2017 Date: 15-11-2017
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections ( Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of South 24-Parganas Zilla Parishad constituencies and reservation
of seats thereto for Panchayat General Elections 2018. The Block(s) have been specified in
column (1) of the Schedule below (hereinafter referred to as the said Schedule), the number of
members to be elected to the Zilla Parishad specified in the corresponding entries in column (2),
to divide the area of the Block into constituencies specified in the corresponding entries in
column (3),to determine the constituency or constituencies reserved for the Scheduled
Tribes(ST), Scheduled Castes (SC) or the Backward Classes (BC) specified in the corresponding
entries in column (4) and the constituency or constituencies reserved for women specified in the
corresponding entries in column (5) of the said schedule.
The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
South 24 Parganas Zilla Parishad
South 24 Parganas District
Number of Constituencies . .
Constituencies
Name of Block members to be | Number, Name and area reserved for veseryed toe
elected to the of the Constituency ST/ SC/ BC
. : women
Zilla Parishad persons
(1) (2) (3) (4) (5)
Basanti / ZP-1
Chunakhali, Charavidya, Women
Amijhara and Kanthalberia
grams
Basanti S
Basanti / ZP-2
Masjidbati, Bharatgarh, Women
Jyotishpur, Nafargunj and
Jharkhali grams
1 of 9","[[""~"", ""18,""], [""Basanti"", ""S""]]"
data/wb/2018/draft/1349-SEC-draft reservation-South 24 Parganas.pdf,4daa641b9a96a394a2e9fb1ccaf67ab54654aaca1d76df6f68cbca243b5464ce,2,draft,data/wb/ocr/draft/1349-SEC-draft reservation-South 24 Parganas-02.tsv,a9da0b60c4d07c674dc717beb141a4409676d624e82d81a9e72e977bb0d3edee,11,parsed_ocr_review_required,"[696.5, 1101.0, 1550.0, 1958.5]","> Basanti / ZP-3
Fulmalancha,
Ramchandrakhali, Uttar Women
Mokamberia and Basanti
grams
Gosaba / ZP-4
Sambhunagar, Women
Pathankhali, Bripradaspur,
Kachukhali and
Rangabelia grams
Gosaba / ZP-5
Radhanagar Taranagar,
Amtali, Kumirmari and Women
Chotomollakhali grams
Gosaba 3
Gosaba / ZP-6
Gosaba, Bali-II, Satgelia,
Lahiripur and Bali-I
grams
SC
Canning — II/ ZP-7
Atharobanki, Kalikatala ST Women
and Matherdighi grams
Canning — II / ZP-8
Narayanpur, Tambuldaha- Women
Canning-II II and Tambuldaha-I
grams
Canning — II / ZP-9
Deuli-I, Sarengabad and Women
Deuli-II grams
Kultali / ZP-10
Meriganj-I, Kundakhali SC
Godabar and Meriganj-II
grams
Kultali / ZP-11
Jalaberia-I, Jalaberia-II SC Women
Kultali 3 and Gopalganj grams
Kultali / ZP-12
Deulbari Debipur,
Gurguria Bhubaneswari Women
and Maipith Baikunthapur
grams
Joynanagar-II/ ZP-13 Women
Joynagar-II 3 Baishata, Gordewani and
Baledurganagar Grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\South 24 Parganas\Order-draft-SEC-South 24 Parganas.doc 2 of 9",[]
data/wb/2018/draft/1349-SEC-draft reservation-South 24 Parganas.pdf,4daa641b9a96a394a2e9fb1ccaf67ab54654aaca1d76df6f68cbca243b5464ce,3,draft,data/wb/ocr/draft/1349-SEC-draft reservation-South 24 Parganas-03.tsv,39e7179bab34aef68cd2d31ca4aa22ba4b98562188dbb062fbedb31296a6c9c8,10,parsed_ocr_review_required,"[696.5, 1101.0, 1550.0, 1958.5]","P) Joynanagar-II / ZP-14 Women
Manirtat, Chprijhara and
Nalgora Grams
Joynanagar-II / ZP-15
Moydah, Mayahowri, Women
Sahajadapur and Futigoda
grams
Patharpratima / ZP-16
Dk. Gangadharpur, Dk. SC
Roypur,
S/Purnachandrapur,
Digambarpur and
Ramganga grams
Patharpratima / ZP-17
Durbachati, Gopalnagar, SC Women
Patharpratima,
Brajaballavpur and G-Plot
grams
Patharpratima 3
Patharpratima / ZP-18
Laxmijanardanpur, Women
Herambogopalpur,
Achintyanagar,
Banashyamnagar and
Sridharnagar grams
Kakdwip / ZP-19
Madhusudanpur, SC
Surajnagar, Sreenagar and
Bapuji grams
Kakdwip / ZP-20
Pratapadityanagar, Sri Sri SC Women
Kakdwip 3 Ramkrishna, Swami
Vivekananda and Rishi
Bankimchangra grams
Kakdwip / ZP-21
Netaji, Rabindra and Women
Ramgopalpur grams
Namkhana / ZP-22
Budhakhali, Narayanpur
and Namkhana grams
Namkhana 2 Namkhana / ZP-23
Haripur, Shibrampur, Women
Mousuni and Freserganj
gram
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\South 24 Parganas\Order-draft-SEC-South 24 Parganas.doc 3 of 9",[]
data/wb/2018/draft/1349-SEC-draft reservation-South 24 Parganas.pdf,4daa641b9a96a394a2e9fb1ccaf67ab54654aaca1d76df6f68cbca243b5464ce,4,draft,data/wb/ocr/draft/1349-SEC-draft reservation-South 24 Parganas-04.tsv,5c85ab03d1d87c9e42d95846ca29fa49df29f735a9cf9d0371cb7497e2151fa4,10,parsed_ocr_review_required,"[696.5, 1101.0, 1550.0, 1958.5]","L Sagar / ZP-24
Ghoramara, Muriganga-I SC
and Muriganga-II grams
Sagar / ZP-25
Sagar 3 Dhaspara Sumatinagar-I,
Dhaspara Sumatinagar-II
and Ramkarchar grams
Sagar / ZP-26
Rudranagar, Gangasagar SC Women
and Dhablat grams
Kulpi / ZP-27
Ramkishore, Rajarampur,
Iswaripur and Ramnagar
Gazipur grams
Kulpi / ZP-28
Gazipur, Kamarchak, el
Kulpi, Ramkrishnapur and
Karanjali grams
Kulpi 3
Kulpi / ZP-29
Chandipur,Dhola, SC Women
Belpukur, Keoratala and
Baburmahal grams
Mathurapur-I / ZP-30
Debipur, Lalpur, Nalua,
Krishnachandrapur and
Mathurapur Purba grams
Mathurapur-I / ZP-31
Mathurapur-I 2 Abad Bhagabanpur, SC
Sankarpur, Mathurapur
Paschim,
Laxminarayanpur Uttar
and Laxminarayanpur
Dakshin grams
Mathurapur -II / ZP-32
Kashinagar, Khari,
Gilarchhat and
Radhakantapur grams
Matharapar-Ii 2 Mathurapur -II / ZP-33
Kautala, Raidighi, BC Women
D/Bakultala and
Kumrapara grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\South 24 Parganas\Order-draft-SEC-South 24 Parganas.doc 4 of 9",[]
data/wb/2018/draft/1349-SEC-draft reservation-South 24 Parganas.pdf,4daa641b9a96a394a2e9fb1ccaf67ab54654aaca1d76df6f68cbca243b5464ce,5,draft,data/wb/ocr/draft/1349-SEC-draft reservation-South 24 Parganas-05.tsv,79e37f578a9a5d7e69f7436d33719c34d8cf366f84bc4726abd39d069f7f670b,10,parsed_ocr_review_required,"[696.5, 1101.0, 1550.0, 1958.5]","~ Mathurapur -II / ZP-34
Kankandighi, SC
Nagendrapur and
Nandakumarpur grams
Mandirbazar / ZP-35
Nishapur, Kecharkur,
Chandpur Chaitanyapur
and South Bishnupur
grams
Mandirbazar / ZP-36
Dhanurhat, Anchna and SC Women
Jagadishpur grams
Mandirbazar 3
Mandirbazar / ZP-37
Krishnapur, Gabberia and
Ghateswar grams
Joynagar-I / ZP-38
Dakshin Barasat, Sreepur, SC
Baharu Kshetra and Uttar
Durgapur grams
Joynagar-I/ ZP-39
Harinarayanpur,
Narayanitala, Khakurdaha
and Jangalia grams
Joynagar-I
Joynagar-I/ ZP-40
Rajapur Karabeg,
Bamangachi, Chaltaberia
and Dhosa Chandaneswar
grams
Baruipur / ZP-41
South Garia, Champahati,
Begampur, Mallickpur,
Hariharpur and Madarat
grams
Baruipur / ZP-42
Ramnagar-I, Hardah,
Belegachhi, Brindakhali,
Ramnagar-II and
Nabagram grams
Baruipur a
Baruipur / ZP-43
Kalyanpur, Shikharbali-II, SC Women
Shikharbali-I, Dhap
Dhapi-I, Dhap Dhapi-I],
Sankarpur-I and
Sankarpur-II grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\South 24 Parganas\Order-draft-SEC-South 24 Parganas.doc 5 of 9","[[""Baruipur"", ""a""]]"
data/wb/2018/draft/1349-SEC-draft reservation-South 24 Parganas.pdf,4daa641b9a96a394a2e9fb1ccaf67ab54654aaca1d76df6f68cbca243b5464ce,6,draft,data/wb/ocr/draft/1349-SEC-draft reservation-South 24 Parganas-06.tsv,cf6d4154f772970969bd82356d1b27e1fe4fe91006613e01710b02a38967699a,12,parsed_ocr_review_required,"[696.5, 1101.0, 1550.0, 1958.5]","L Canning-I / ZP-44
Bansra, Taldi and Matla-II
grams
Canning-I / ZP-45
; Matla-I, Dighirpar,Daria SC
Canning-I ? and Hatpukuria grams
Canning-I / ZP-46
Nikarighata, Gopalpur and
Itkhola grams
Bhangore-I / ZP-47
Tardah, Chandaneswar-II SC Women
and Sanksahar grams
Bhangore-I / ZP-48
Bodra, Chandaneswar-! BC
Bhangore-I 3
and Durgapur grams
Bhangore-I / ZP-49
Narayanpur, Pranganj and BC Women
Jagulgachi grams
Magrahat-II / ZP-50
Amratala, Mohanpur,
Dhamua Uttar, Hotor Women
Morjada and Nainan
grams
Magrahat-II / ZP-51
Dhamua Dakshin, SC
Magrahat-II 3 Dihikalash, Magrahat
Paschim and Magrahat
Purba grams
Magrahat-II / ZP-52
Multi, Gokorni, Jugdia,
Urelchandpur and
Dhanpota grams
Magrahat-I / ZP-53
Sirakol, Serpur, Yearpur SC Women
and Srichanda grams
Magrahat-I / ZP-54
Hariharpur, Rangilabad, Women
Magrahat-I 3 Kalikapota and
Lakshmikantapur grams
Magrahat-I / ZP-55
Usthi, Uttarkusum and BC
Ektara grams
H.\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\South 24 Parganas\Order-draft-SEC-South 24 Parganas.doc 6 of 9","[[""Canning-I"", ""?""]]"
