record_id,state,year,district,block,seat_no,seat_id_printed,tier,stage,caste_reservation,women_reserved,winner_gender,reservation_raw,legacy_caste_reading,legacy_woman_reading,absence_policy,source_path,source_sha256,source_page,source_bbox,bbox_units,ocr_path,ocr_sha256,raw_ocr,quality_flags
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:2:11,West Bengal,2018,Cooch Behar,Cooch Behar-II,11,Cooch Behar-II/ZP-11,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,2,"[0.0, 1833.0, 2550, 2065.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-02.tsv,dc47c1f575e4feb70cf41491f3fb830511aa4808574b9f48671e7d794893cf90,"Cooch Behar-II / ZP-11 Women
Patlakhawa, Dhandingguri,
Pundibari and Madhupur Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:2:12,West Bengal,2018,Cooch Behar,Cooch Behar-II,12,Cooch Behar-II/ZP-12,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,2,"[0.0, 2053.5, 2550, 2288.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-02.tsv,dc47c1f575e4feb70cf41491f3fb830511aa4808574b9f48671e7d794893cf90,"Cooch Behar-II / ZP-12 SC
Bararangarsh, Marichbari-Kholta,
Cooch Behar-II 3 Ambari, Baneswar and Gopalpur
Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:2:13,West Bengal,2018,Cooch Behar,Cooch Behar-II,13,Cooch Behar-II/ZP-13,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,2,"[0.0, 2276.0, 2550, 2560.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-02.tsv,dc47c1f575e4feb70cf41491f3fb830511aa4808574b9f48671e7d794893cf90,"Cooch Behar-II / ZP-13
Takagachh-Rajarhat, Khagrabari,
Chakchaka and Khapaidanga
Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:2:14,West Bengal,2018,Cooch Behar,Cooch Behar-I,14,Cooch Behar-I/ZP-14,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,2,"[0.0, 2548.0, 2550, 2788.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-02.tsv,dc47c1f575e4feb70cf41491f3fb830511aa4808574b9f48671e7d794893cf90,"Cooch Behar-I / ZP-14
Moamari, Chilkirhat, Falimari,
Chandamari and P. Fuleswari
Cooch Behar-I 3 Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:2:15,West Bengal,2018,Cooch Behar,Cooch Behar-I,15,Cooch Behar-I/ZP-15,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,2,"[0.0, 2776.0, 2550, 3513]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-02.tsv,dc47c1f575e4feb70cf41491f3fb830511aa4808574b9f48671e7d794893cf90,"Cooch Behar-I / ZP-15
Patchhara, Haribhanga, Panisala,
Dewanhat and Jiranpur Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:16,West Bengal,2018,Cooch Behar,Cooch Behar-I,16,Cooch Behar-I/ZP-16,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 182.5, 2550, 481.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Cooch Behar-I / ZP-16
Dawaguri, Guriahati-I, Guriahati-
II, Ghugumari and Suktabari
Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:17,West Bengal,2018,Cooch Behar,Sitalkuchi,17,Sitalkuchi/ZP-17,zp_member,draft,SC,True,,SC WOMEN,SC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 469.0, 2550, 645.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Sitalkuchi / ZP-17 SC Women
Khalisamari, Barakaimari and
Bhowaierthana Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:18,West Bengal,2018,Cooch Behar,Sitalkuchi,18,Sitalkuchi/ZP-18,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 633.0, 2550, 809.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Sitalkuchi / ZP-18 Women
Gossairhat and Chhotosalbari
Sitalkuchi 3 Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:19,West Bengal,2018,Cooch Behar,Sitalkuchi,19,Sitalkuchi/ZP-19,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 797.5, 2550, 1028.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Sitalkuchi / ZP-19 SC
Sitalkuchi, Lalbazar and
Golenowhati Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:20,West Bengal,2018,Cooch Behar,Sitai,20,Sitai/ZP-20,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 1016.0, 2550, 1194.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Sitai / ZP-20
Adabari, Sitai-I and Sitai-II
Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:21,West Bengal,2018,Cooch Behar,Sitai,21,Sitai/ZP-21,zp_member,draft,SC,True,,SC WOMEN,SC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 1182.5, 2550, 1422.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Sitai 2 Sitai / ZP-21 SC Women
Br. Chatra and Chamta Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:22,West Bengal,2018,Cooch Behar,Dinhata-I,22,Dinhata-I/ZP-22,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 1410.5, 2550, 1640.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Dinhata-I / ZP-22 Women
Gosanimari-II, Gosanimari-I,
Matalhat, Putimari-II and Petla
Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:23,West Bengal,2018,Cooch Behar,Dinhata-I,23,Dinhata-I/ZP-23,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 1628.0, 2550, 1919.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Dinhata-I / ZP-23 sc
Vetaguri-II. Vetaguri-I, Putimari-
I, Dinhata Village-I, Dinhata
Village-II and Bara Atiabari-II
Grams
Dinhata-I 3",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:24,West Bengal,2018,Cooch Behar,Dinhata-I,24,Dinhata-I/ZP-24,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 1907.5, 2550, 2192.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Dinhata-I / ZP-24
Bara-Soulmari, Bara-Atiabari-I,
Okrabari, Gitaldaha-II and
Gitaldaha-I Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:25,West Bengal,2018,Cooch Behar,Dinhata-II,25,Dinhata-II/ZP-25,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 2180.0, 2550, 2414.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Dinhata-II / ZP-25 Women
Burirhat-I, Nazirhat-I, Nazirhat-
II, Burirhat-II and Sahebganj
Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:26,West Bengal,2018,Cooch Behar,Dinhata-II,26,Dinhata-II/ZP-26,zp_member,draft,SC,True,,SC WOMEN,SC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 2402.0, 2550, 2686.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Dinhata-II / ZP-26 SC Women
Barasakdal, Bamanhat-II,
Dinhata-II 3 Bamanhat-I and Kisamat-
Dasgram Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:3:27,West Bengal,2018,Cooch Behar,Dinhata-II,27,Dinhata-II/ZP-27,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,"[0.0, 2674.0, 2550, 3513]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,"Dinhata-II / ZP-27
Gobrachhara-Nayarhat,
Chowdhurihat and Sukarukuthi
Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:4:28,West Bengal,2018,Cooch Behar,Tufanganj-I,28,Tufanganj-I/ZP-28,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,4,"[0.0, 178.0, 2550, 517.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-04.tsv,9045bee66b5c40aa108e6fcd2734e2294d7f917a4b06ba4412890db2ae295e3e,"Tufanganj-I / ZP-28
Natabari-I, Natabari-II,
Chilakhana-II, Chilakhana-I and
Maruganj Grams
SC",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:4:29,West Bengal,2018,Cooch Behar,Tufanganj-I,29,Tufanganj-I/ZP-29,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,4,"[0.0, 505.5, 2550, 680.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-04.tsv,9045bee66b5c40aa108e6fcd2734e2294d7f917a4b06ba4412890db2ae295e3e,"Tufanganj-I / ZP-29
Balarampur-I, Balarampur-II,
Deocharai and Balabhut Grams
Tufanganj-I 3",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:4:30,West Bengal,2018,Cooch Behar,Tufanganj-I,30,Tufanganj-I/ZP-30,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,4,"[0.0, 668.5, 2550, 952.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-04.tsv,9045bee66b5c40aa108e6fcd2734e2294d7f917a4b06ba4412890db2ae295e3e,"Tufanganj-I / ZP-30
Dhalpal-II, A. Fulbari-II,
Dhalpal-I, A. Fulbari-I and
Nakkatigachh Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:4:31,West Bengal,2018,Cooch Behar,Tufanganj-II,31,Tufanganj-II/ZP-31,zp_member,draft,SC,True,,SC WOMEN,SC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,4,"[0.0, 940.0, 2550, 1170.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-04.tsv,9045bee66b5c40aa108e6fcd2734e2294d7f917a4b06ba4412890db2ae295e3e,"Tufanganj-II / ZP-31 SC Women
Salbari-I, Barokodali-I and
Barokodali-II Grams",draft_order;unreviewed_ocr
fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b:4:32,West Bengal,2018,Cooch Behar,Tufanganj-II,32,Tufanganj-II/ZP-32,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,4,"[0.0, 1158.0, 2550, 1395.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-04.tsv,9045bee66b5c40aa108e6fcd2734e2294d7f917a4b06ba4412890db2ae295e3e,"Tufanganj-II / ZP-32
Mahishkuchi-II, Bhanukumari-I, SC
Tufanganj-II 3 Bhanukumari-II and Salbari-II
Grams",draft_order;unreviewed_ocr
