record_type,tier,axis,normalized_name,match_status,axis_comparison,order_record_id,order_source_path,order_source_sha256,order_source_page,order_table_row,order_bbox,order_bbox_units,order_name_raw,order_raw_reading,order_reviewed_reading,order_category_raw,order_axis_claim,order_axis_claim_for_comparison,order_review_status,order_name_review_status,order_quality_flags,handbook_candidate_row_ids,handbook_candidate_serials,handbook_row_id,handbook_source_path,handbook_source_sha256,handbook_source_page,handbook_bbox,handbook_bbox_units,handbook_source_gp_serial,handbook_name_raw,handbook_code_raw,handbook_caste,handbook_women,note
order_positive_mention,gp_head,caste,jamserpur,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:7:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,7,"[565.01, 504.12, 597.83, 833.27]",rendered_original_page_pixels_scale_to_1800,Jamserpur,Jamserpur (ST),,ST,ST,ST,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,jamserpur,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:7:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,7,"[567.33, 232.33, 599.74, 504.51]",rendered_original_page_pixels_scale_to_1800,Jamserpur,Jamserpur,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,madhugari .,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:8:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,8,"[597.83, 232.71, 629.24, 504.89]",rendered_original_page_pixels_scale_to_1800,Madhugari .,Madhugari .,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,hogalbaria,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:9:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,9,"[625.01, 504.89, 656.84, 834.07]",rendered_original_page_pixels_scale_to_1800,Hogalbaria,Hogalbaria (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,hogalbaria,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:9:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,9,"[627.33, 233.08, 658.75, 505.28]",rendered_original_page_pixels_scale_to_1800,Hogalbaria,Hogalbaria,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,pipulbaria,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:10:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,10,"[654.52, 505.28, 686.34, 834.46]",rendered_original_page_pixels_scale_to_1800,Pipulbaria,Pipulbaria (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,pipulbaria,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:10:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,10,"[656.84, 233.45, 688.26, 505.66]",rendered_original_page_pixels_scale_to_1800,Pipulbaria,Pipulbaria,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,murutia,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:11:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,11,"[686.34, 233.82, 718.27, 506.04]",rendered_original_page_pixels_scale_to_1800,Murutia,Murutia,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""26ade07aa40c137a52ab""]",[14],26ade07aa40c137a52ab,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 336.289995, 466.33564551724135, 351.89000999999996]","PDF points, top-left origin",14,Murutia,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,narayanpur-ii,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:12:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,12,"[716.36, 234.19, 748.29, 506.43]",rendered_original_page_pixels_scale_to_1800,Narayanpur-II,Narayanpur-II,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""7ccc84cff51e274941d3""]",[16],7ccc84cff51e274941d3,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 367.36999499999996, 466.33564551724135, 382.849995]","PDF points, top-left origin",16,Narayanpur-II,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,nandanpur,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:13:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,13,"[744.05, 506.43, 776.39, 835.67]",rendered_original_page_pixels_scale_to_1800,Nandanpur,Nandanpur (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""f3f505a1d60502db74f0""]",[17],f3f505a1d60502db74f0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 382.849995, 466.33564551724135, 398.33000999999996]","PDF points, top-left origin",17,Nandanpur,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,nandanpur,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:13:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,13,"[746.37, 234.57, 778.3, 506.82]",rendered_original_page_pixels_scale_to_1800,Nandanpur,Nandanpur,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""f3f505a1d60502db74f0""]",[17],f3f505a1d60502db74f0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 382.849995, 466.33564551724135, 398.33000999999996]","PDF points, top-left origin",17,Nandanpur,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,chhitka,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:14:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,14,"[774.07, 506.82, 806.91, 836.09]",rendered_original_page_pixels_scale_to_1800,Chhitka,Chhitka (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""0b42e874be49bbf802fa""]",[19],0b42e874be49bbf802fa,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 413.80999499999996, 466.33564551724135, 429.289995]","PDF points, top-left origin",19,Chhitka,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,chhitka,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:14:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,14,"[776.39, 234.94, 808.83, 507.22]",rendered_original_page_pixels_scale_to_1800,Chhitka,Chhitka,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""0b42e874be49bbf802fa""]",[19],0b42e874be49bbf802fa,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 413.80999499999996, 466.33564551724135, 429.289995]","PDF points, top-left origin",19,Chhitka,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,kanainagar,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:15:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,15,"[806.91, 235.32, 838.85, 507.6]",rendered_original_page_pixels_scale_to_1800,Kanainagar,Kanainagar,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""2be7a2817dd45bb44cc1""]",[20],2be7a2817dd45bb44cc1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 429.289995, 466.33564551724135, 444.89000999999996]","PDF points, top-left origin",20,Kanainagar,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,betai-ii,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:16:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,16,"[836.93, 235.7, 869.38, 508.0]",rendered_original_page_pixels_scale_to_1800,Betai-II,Betai-II,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""422d1b051d9909b7bacc""]",[22],422d1b051d9909b7bacc,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 460.36999499999996, 466.33564551724135, 475.87001]","PDF points, top-left origin",22,Betai-II,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,betai-i,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:17:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,17,"[865.14, 508.0, 897.49, 837.3]",rendered_original_page_pixels_scale_to_1800,Betai-I,Betai-I (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""180054dbe8e4b978456b""]",[23],180054dbe8e4b978456b,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 475.87001, 466.33564551724135, 491.349995]","PDF points, top-left origin",23,Betai-I,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,betai-i,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:17:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,17,"[867.46, 236.08, 899.41, 508.39]",rendered_original_page_pixels_scale_to_1800,Betai-I,Betai-I,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""180054dbe8e4b978456b""]",[23],180054dbe8e4b978456b,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 475.87001, 466.33564551724135, 491.349995]","PDF points, top-left origin",23,Betai-I,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,raghunathpur,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:2:gp_head:18:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,18,"[895.17, 508.39, 928.52, 837.72]",rendered_original_page_pixels_scale_to_1800,Raghunathpur,Raghunathpur (BC),,BC,BC,OBC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""8cf3d9ee47ebbfef8115""]",[25],8cf3d9ee47ebbfef8115,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,"[84.88685714285714, 506.83000999999996, 466.33564551724135, 522.3100099999999]","PDF points, top-left origin",25,Raghunathpur,OBC,OBC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
