seats_total,seats_uncontested,seats_election_held,contesting_candidates,CPI(M),CPI,AIFB,RSP,INC,AITC,BJP,CPI(ML),NCP,IND,source_html_row,state,year,district,block_code,block,gram_panchayat,source_url,source_path,source_sha256,issues,review_status
8,0,8,20,3,0,0,0,5,0,0,0,0,0,4,West Bengal,2003,Bardhaman,31,SALANPUR,ALLADI,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
9,0,9,23,6,0,0,0,3,0,0,0,0,0,5,West Bengal,2003,Bardhaman,31,SALANPUR,BASUDEBPUR-JEMARI,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
8,0,8,25,6,0,0,0,2,0,0,0,0,0,6,West Bengal,2003,Bardhaman,31,SALANPUR,DENDUA,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
6,0,6,13,3,0,1,0,2,0,0,0,0,0,7,West Bengal,2003,Bardhaman,31,SALANPUR,ETHORA,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
6,0,6,15,1,0,0,0,5,0,0,0,0,0,8,West Bengal,2003,Bardhaman,31,SALANPUR,FULBERIA-BOLKUNDA,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
11,0,11,27,8,1,0,0,2,0,0,0,0,0,9,West Bengal,2003,Bardhaman,31,SALANPUR,JITPURI UTTARAMPUR,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
8,0,8,19,8,0,0,0,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,31,SALANPUR,KALLYA,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
15,0,15,39,4,1,0,0,10,0,0,0,0,0,11,West Bengal,2003,Bardhaman,31,SALANPUR,RUPNARAYANPUR,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
9,3,6,12,8,0,1,0,0,0,0,0,0,0,12,West Bengal,2003,Bardhaman,31,SALANPUR,SALANPUR,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
6,0,6,15,4,0,0,0,1,0,1,0,0,0,13,West Bengal,2003,Bardhaman,31,SALANPUR,SAMDI,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
