state,year,district,block,gram_panchayat,seats_contested_printed,seats_declared_printed,party_counts_sum,declared_minus_party_counts,party_counts_cover_declared,AIFB,AITC,BJP,BSP,CPI,CPI(M),INC,MFB,RSP,OTHERS,source_html_row,source_path,source_sha256,source_url
West Bengal,2003,Hooghly,Tarakeswar,BALIGORI-II,3,13,3,10,False,0,0,0,0,0,3,0,0,0,0,88,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,BALIGORI-I,15,18,15,3,False,0,0,0,0,0,15,0,0,0,0,89,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,PURBA RAMNAGAR,0,16,0,16,False,0,0,0,0,0,0,0,0,0,0,90,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,SANTOSHPUR,17,19,17,2,False,1,0,1,0,0,14,0,1,0,0,91,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,NAITY MALPAHARPUR,0,17,0,17,False,0,0,0,0,0,0,0,0,0,0,92,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,CHAMPADANGA,15,19,15,4,False,0,0,0,0,0,11,0,4,0,0,93,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,KESHABCHAK,0,14,0,14,False,0,0,0,0,0,0,0,0,0,0,94,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,BHANJIPUR,10,10,10,0,True,0,0,0,0,0,10,0,0,0,0,95,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Tarakeswar,ASTARA DUTTAPUKUR,0,14,0,14,False,0,0,0,0,0,0,0,0,0,0,96,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,GOPALNAGORE,19,19,19,0,True,0,7,0,0,0,12,0,0,0,0,97,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BALARAMBATI,15,15,15,0,True,0,2,0,0,1,12,0,0,0,0,98,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BIGHATI,12,12,12,0,True,0,6,0,0,0,6,0,0,0,0,99,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,MIRZAPUR-BANKIPUR,17,17,17,0,True,0,4,0,0,0,13,0,0,0,0,100,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,SINGUR-II,16,16,16,0,True,0,9,1,0,0,6,0,0,0,0,101,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,SINGUR-I,10,10,10,0,True,0,2,0,0,0,8,0,0,0,0,102,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,KAMARKUNDU-GOPALNAGAR-DALUIGAC,19,19,19,0,True,0,12,0,0,2,5,0,0,0,0,103,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BOINCHIPOTA,15,15,15,0,True,0,8,0,0,0,7,0,0,0,0,104,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,NASIBPUR,20,20,20,0,True,1,5,0,0,2,9,0,0,0,3,105,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BORA,19,19,19,0,True,2,2,8,0,2,5,0,0,0,0,106,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BORAI-PAHALAMPUR,18,18,18,0,True,0,3,0,0,10,4,1,0,0,0,107,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,ANANDANAGAR,13,13,13,0,True,0,8,0,0,0,5,0,0,0,0,108,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BARUIPARA PALTAGARH,19,19,19,0,True,0,6,0,0,0,13,0,0,0,0,109,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BAGDANGA CHINNAMORE,19,19,19,0,True,0,10,0,0,2,7,0,0,0,0,110,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BASUBATI,14,14,14,0,True,0,3,0,0,2,9,0,0,0,0,111,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Singur,BERABERI,13,13,13,0,True,0,3,0,0,0,10,0,0,0,0,112,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Serampore-Uttarpara,RAGHUNATHPUR,8,8,8,0,True,0,7,0,0,0,0,1,0,0,0,113,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Serampore-Uttarpara,KANAIPUR,30,30,30,0,True,0,3,0,0,0,27,0,0,0,0,114,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Serampore-Uttarpara,NABAGRAM,20,20,20,0,True,0,8,2,0,0,9,0,0,1,0,115,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Serampore-Uttarpara,RAJYADHARPUR,20,20,20,0,True,0,2,0,0,0,17,1,0,0,0,116,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Serampore-Uttarpara,RISHRA,28,28,28,0,True,0,7,2,0,0,12,7,0,0,0,117,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Serampore-Uttarpara,PEARAPUR,15,15,15,0,True,0,6,0,0,0,5,4,0,0,0,118,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,HARIPUR,16,16,16,0,True,0,5,2,0,0,9,0,0,0,0,119,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,BHAGABATIPUR,17,18,17,1,False,0,4,0,0,0,13,0,0,0,0,120,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,NAWABPUR,22,22,22,0,True,0,9,2,0,0,9,2,0,0,0,121,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,KUMIRMORAH,17,17,17,0,True,0,5,3,0,0,9,0,0,0,0,122,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,SEAKHALA,18,18,18,0,True,0,1,0,0,0,17,0,0,0,0,123,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,MOSHAT,17,17,17,0,True,0,7,0,0,0,8,2,0,0,0,124,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,KRISHNARAMPUR,16,16,16,0,True,0,13,0,0,0,3,0,0,0,0,125,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,GANGADHARPUR,18,18,18,0,True,0,8,0,0,0,3,7,0,0,0,126,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Chanditala-I,ANIYA,17,17,17,0,True,0,3,1,0,0,11,2,0,0,0,127,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,MONOHARPUR,19,19,19,0,True,0,0,0,0,0,19,0,0,0,0,128,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,BANKSHA,13,13,13,0,True,0,3,1,0,0,8,0,0,1,0,129,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,MRIGALA,20,20,20,0,True,0,9,0,0,0,10,1,0,0,0,130,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,CHANDITALA,16,16,16,0,True,0,4,0,0,0,10,2,0,0,0,131,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,DANKUNI,17,17,17,0,True,0,3,0,0,0,13,1,0,0,0,132,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,GARALGACHA,17,17,17,0,True,0,5,0,0,0,9,3,0,0,0,133,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,JANAI,13,13,13,0,True,0,0,0,0,0,12,1,0,0,0,134,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,BEGUMPUR,17,17,17,0,True,0,9,1,0,0,7,0,0,0,0,135,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,PANCHGHARA,14,14,14,0,True,0,10,0,0,0,3,0,0,0,1,136,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,BARIJHATI,16,16,16,0,True,0,1,0,0,0,14,1,0,0,0,137,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,KAPASARIA,13,13,13,0,True,0,2,0,0,0,11,0,0,0,0,138,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,chanditala-II,NAITY,21,21,21,0,True,0,10,0,0,0,9,0,0,0,2,139,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,RAJBALHAT-I,15,15,15,0,True,0,2,0,0,0,13,0,0,0,0,140,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,RADHANAGAR,1,20,1,19,False,0,0,0,0,0,1,0,0,0,0,141,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,MUNDALIKA,17,18,17,1,False,0,1,0,0,0,15,1,0,0,0,142,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,RAJBALHAT-II,15,15,15,0,True,0,2,0,0,0,12,1,0,0,0,143,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,FURFURA,22,23,22,1,False,0,0,0,0,1,21,0,0,0,0,144,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,RASIDPUR,20,21,20,1,False,0,2,0,0,1,16,1,0,0,0,145,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,KOTALPUR,0,19,0,19,False,0,0,0,0,0,0,0,0,0,0,146,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,DILAKASH,0,18,0,18,False,0,0,0,0,0,0,0,0,0,0,147,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,ANTPUR,20,20,20,0,True,0,3,0,0,0,17,0,0,0,0,148,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Jangipara,JANGIPARA,0,23,0,23,False,0,0,0,0,0,0,0,0,0,0,149,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,BATANAL,0,24,0,24,False,0,0,0,0,0,0,0,0,0,0,150,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,SOLEPUR-II,0,15,0,15,False,0,0,0,0,0,0,0,0,0,0,151,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,SOLEPUR-I,0,14,0,14,False,0,0,0,0,0,0,0,0,0,0,152,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,ARANDI-I,0,13,0,13,False,0,0,0,0,0,0,0,0,0,0,153,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,MAYAPUR-II,0,13,0,13,False,0,0,0,0,0,0,0,0,0,0,154,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,MALAYPUR-II,0,14,0,14,False,0,0,0,0,0,0,0,0,0,0,155,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,MADHABPUR,0,18,0,18,False,0,0,0,0,0,0,0,0,0,0,156,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,TIROL,0,23,0,23,False,0,0,0,0,0,0,0,0,0,0,157,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,MAYAPUR-I,0,15,0,15,False,0,0,0,0,0,0,0,0,0,0,158,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,GAURHATI-I,0,16,0,16,False,0,0,0,0,0,0,0,0,0,0,159,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,ARANDI-II,0,15,0,15,False,0,0,0,0,0,0,0,0,0,0,160,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,HARINKHOLA-I,0,18,0,18,False,0,0,0,0,0,0,0,0,0,0,161,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,HARINKHOLA-II,0,16,0,16,False,0,0,0,0,0,0,0,0,0,0,162,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
West Bengal,2003,Hooghly,Arambagh,GAURHATI-II,0,12,0,12,False,0,0,0,0,0,0,0,0,0,0,163,data/wb/gp_source_search/hooghly_2003_total.htm,9eb22ad17c307bc2a0683c7d68a5e2969a7b1ed170d4489545f66f8e06a24c21,https://web.archive.org/web/20041117101744/http://hooghly.nic.in:80/hzp/Panch_election1/total.htm
