source_file,sha256,tier,control_page,category,printed_offices,printed_reserved,extracted_mentions,difference,review_status
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,gp_head,1,SC,167,47,47,0,count_reconciled_not_name_accuracy
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,gp_head,1,ST,167,12,12,0,count_reconciled_not_name_accuracy
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,gp_head,1,BC,167,20,20,0,count_reconciled_not_name_accuracy
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,gp_head,1,women,167,81,82,1,printed_control_discrepancy_requires_review
2023/gp_sources/birbhum_form_1b_upa_pradhan_723_kb.pdf,1c238d8a73dbbc4083f4bcea8dbc3ccca1e4ded7100f7e9d88cbaf0d5eee8fef,gp_deputy,1,SC,167,33,33,0,count_reconciled_not_name_accuracy
2023/gp_sources/birbhum_form_1b_upa_pradhan_723_kb.pdf,1c238d8a73dbbc4083f4bcea8dbc3ccca1e4ded7100f7e9d88cbaf0d5eee8fef,gp_deputy,1,ST,167,7,7,0,count_reconciled_not_name_accuracy
2023/gp_sources/birbhum_form_1b_upa_pradhan_723_kb.pdf,1c238d8a73dbbc4083f4bcea8dbc3ccca1e4ded7100f7e9d88cbaf0d5eee8fef,gp_deputy,1,BC,167,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/birbhum_form_1b_upa_pradhan_723_kb.pdf,1c238d8a73dbbc4083f4bcea8dbc3ccca1e4ded7100f7e9d88cbaf0d5eee8fef,gp_deputy,1,women,167,21,21,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_head,2,SC,128,63,63,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_head,2,ST,128,1,1,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_head,2,BC,128,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_head,2,women,128,64,64,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_deputy,6,SC,128,32,32,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_deputy,6,ST,128,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_deputy,6,BC,128,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,gp_deputy,6,women,128,16,16,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_head,9,SC,12,6,6,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_head,9,ST,12,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_head,9,BC,12,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_head,9,women,12,6,6,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_deputy,9,SC,12,3,3,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_deputy,9,ST,12,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_deputy,9,BC,12,0,0,0,count_reconciled_not_name_accuracy
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,block_deputy,9,women,12,1,1,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_head,2,SC,187,60,60,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_head,2,ST,187,5,5,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_head,2,BC,187,28,28,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_head,2,women,187,93,93,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_deputy,6,SC,187,35,35,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_deputy,6,ST,187,5,5,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_deputy,6,BC,187,7,7,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,gp_deputy,6,women,187,21,21,0,count_reconciled_not_name_accuracy
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_head,4,SC,21,6,6,0,count_reconciled_not_name_accuracy
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_head,4,ST,21,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_head,4,BC,21,3,3,0,count_reconciled_not_name_accuracy
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_head,4,women,21,10,10,0,count_reconciled_not_name_accuracy
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_deputy,4,SC,21,5,5,0,count_reconciled_not_name_accuracy
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_deputy,4,ST,21,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_deputy,4,BC,21,,0,,printed_blank_not_a_count
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,district_deputy,4,women,21,3,3,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sabhapati_view_pdf_508_kb_2023030213.pdf,d95d88ab6414b9ba10c818165f350d2fb881189c8d2f5a2edd102c1299e8d1e9,block_head,2,SC,6,2,2,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sabhapati_view_pdf_508_kb_2023030213.pdf,d95d88ab6414b9ba10c818165f350d2fb881189c8d2f5a2edd102c1299e8d1e9,block_head,2,ST,6,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sabhapati_view_pdf_508_kb_2023030213.pdf,d95d88ab6414b9ba10c818165f350d2fb881189c8d2f5a2edd102c1299e8d1e9,block_head,2,BC,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sabhapati_view_pdf_508_kb_2023030213.pdf,d95d88ab6414b9ba10c818165f350d2fb881189c8d2f5a2edd102c1299e8d1e9,block_head,2,women,6,3,3,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,block_deputy,2,SC,6,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,block_deputy,2,ST,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,block_deputy,2,BC,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,block_deputy,2,women,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sabhapati_view_pdf_628_kb_2023030297.pdf,905fe1f58a347fc95973bcae468d16871f8a04eb116461b63ede602707b3b6ce,block_head,2,SC,6,2,2,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sabhapati_view_pdf_628_kb_2023030297.pdf,905fe1f58a347fc95973bcae468d16871f8a04eb116461b63ede602707b3b6ce,block_head,2,ST,6,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sabhapati_view_pdf_628_kb_2023030297.pdf,905fe1f58a347fc95973bcae468d16871f8a04eb116461b63ede602707b3b6ce,block_head,2,BC,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sabhapati_view_pdf_628_kb_2023030297.pdf,905fe1f58a347fc95973bcae468d16871f8a04eb116461b63ede602707b3b6ce,block_head,2,women,6,3,3,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sahakari_sabhapati_view_pdf_611_kb_2023030273.pdf,535bb0e14f8cc7fc02760873bd41b7a720425bb8c4a325c0ca7a60fefb143c18,block_deputy,2,SC,6,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sahakari_sabhapati_view_pdf_611_kb_2023030273.pdf,535bb0e14f8cc7fc02760873bd41b7a720425bb8c4a325c0ca7a60fefb143c18,block_deputy,2,ST,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sahakari_sabhapati_view_pdf_611_kb_2023030273.pdf,535bb0e14f8cc7fc02760873bd41b7a720425bb8c4a325c0ca7a60fefb143c18,block_deputy,2,BC,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/form_1a_sahakari_sabhapati_view_pdf_611_kb_2023030273.pdf,535bb0e14f8cc7fc02760873bd41b7a720425bb8c4a325c0ca7a60fefb143c18,block_deputy,2,women,6,0,0,0,count_reconciled_not_name_accuracy
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_head,1,SC,21,6,6,0,count_reconciled_not_name_accuracy
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_head,1,ST,21,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_head,1,BC,21,3,3,0,count_reconciled_not_name_accuracy
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_head,1,women,21,10,10,0,count_reconciled_not_name_accuracy
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_deputy,2,SC,21,4,5,1,printed_control_discrepancy_requires_review
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_deputy,2,ST,21,1,1,0,count_reconciled_not_name_accuracy
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_deputy,2,BC,21,1,0,-1,printed_control_discrepancy_requires_review
2023/alipurduar/west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,district_deputy,2,women,21,3,3,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_head,2,SC,21,6,6,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_head,2,ST,21,1,1,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_head,2,BC,21,3,3,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_head,2,women,21,10,10,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_deputy,2,SC,21,4,4,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_deputy,2,ST,21,1,1,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_deputy,2,BC,21,1,1,0,count_reconciled_not_name_accuracy
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,district_deputy,2,women,21,3,3,0,count_reconciled_not_name_accuracy
