source_file,sha256,page,page_kind,cell_count,row_rules,column_rules,review_status
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,1,office_schedule,24,"[4, 408, 485, 574, 662, 752, 841, 929, 1017, 1106, 1196, 1283, 1370, 1457, 1546]","[1389, 1879, 2406]",layout_visually_inspected_cells_require_review
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,2,office_schedule,50,"[3, 406, 484, 577, 671, 761, 852, 945, 1039, 1132, 1224, 1315, 1408, 1501, 1592, 1685, 1768, 1851, 1935, 2017, 2099, 2182, 2263, 2344, 2426, 2517, 2609, 2700]","[1389, 1879, 2407]",layout_visually_inspected_cells_require_review
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,3,office_schedule,54,"[3, 407, 485, 563, 642, 752, 834, 915, 997, 1077, 1159, 1241, 1322, 1404, 1484, 1560, 1636, 1712, 1828, 1915, 2003, 2091, 2176, 2262, 2349, 2437, 2524, 2612, 2697, 2785]","[1388, 1878, 2407]",layout_visually_inspected_cells_require_review
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,4,office_schedule,56,"[3, 407, 485, 557, 629, 704, 777, 848, 920, 992, 1064, 1138, 1209, 1282, 1354, 1448, 1542, 1631, 1723, 1816, 1910, 2002, 2081, 2159, 2256, 2350, 2446, 2542, 2649, 2754, 2861]","[1388, 1878, 2407]",layout_visually_inspected_cells_require_review
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,5,office_schedule,46,"[2, 408, 486, 593, 702, 809, 914, 1023, 1131, 1241, 1346, 1451, 1560, 1669, 1777, 1882, 1990, 2097, 2204, 2295, 2388, 2486, 2598, 2711, 2815, 2918]","[1387, 1877, 2406]",layout_visually_inspected_cells_require_review
2023/gp_sources/birbhum_form_1b_prodhan_2_mb.pdf,3d2bcfd846d98b2e0b02fa2d644686bcecbe023e9014577d3349a9c877497250,6,office_schedule,14,"[3, 408, 488, 581, 675, 767, 861, 954, 1046, 1137]","[1384, 1875, 2407]",layout_visually_inspected_cells_require_review
2023/gp_sources/birbhum_form_1b_upa_pradhan_723_kb.pdf,1c238d8a73dbbc4083f4bcea8dbc3ccca1e4ded7100f7e9d88cbaf0d5eee8fef,1,office_schedule,34,"[3, 377, 455, 527, 596, 665, 735, 811, 886, 959, 1032, 1105, 1178, 1252, 1352, 1428, 1546, 1624, 1699, 1773]","[1398, 1890, 2352]",layout_visually_inspected_cells_require_review
2023/gp_sources/birbhum_form_1b_upa_pradhan_723_kb.pdf,1c238d8a73dbbc4083f4bcea8dbc3ccca1e4ded7100f7e9d88cbaf0d5eee8fef,2,office_schedule,50,"[3, 409, 488, 602, 682, 774, 866, 974, 1065, 1177, 1270, 1363, 1470, 1566, 1662, 1763, 1858, 1953, 2048, 2145, 2228, 2309, 2391, 2475, 2559, 2642, 2723, 2807]","[1397, 1888, 2350]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,1,order_cover,0,[],[],visually_inspected_no_named_schedule
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,2,office_schedule,48,"[1, 294, 347, 441, 533, 626, 718, 810, 902, 1008, 1099, 1191, 1282, 1373, 1465, 1557, 1649, 1741, 1834, 1926, 2019, 2112, 2204, 2297, 2390, 2483, 2576]","[1155, 1683, 2056]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,3,office_schedule,52,"[1, 294, 348, 441, 535, 628, 722, 815, 908, 1002, 1094, 1186, 1278, 1370, 1463, 1556, 1648, 1741, 1834, 1927, 2020, 2113, 2207, 2301, 2393, 2487, 2580, 2674, 2768]","[1156, 1690, 2063]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,4,office_schedule,52,"[1, 298, 353, 446, 541, 635, 728, 821, 913, 1004, 1096, 1185, 1274, 1363, 1453, 1545, 1635, 1728, 1819, 1912, 2004, 2097, 2190, 2284, 2378, 2472, 2566, 2660, 2754]","[1177, 1713, 2104]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,5,office_schedule,40,"[3, 293, 346, 439, 532, 624, 717, 809, 901, 992, 1085, 1176, 1267, 1359, 1450, 1542, 1634, 1726, 1818, 1911, 2003, 2096, 2189]","[1155, 1687, 2061]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,6,office_schedule,30,"[2, 426, 487, 634, 781, 927, 1073, 1218, 1365, 1510, 1657, 1804, 1951, 2098, 2246, 2393, 2541, 2689]","[1236, 1689, 2083]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,7,office_schedule,30,"[4, 430, 490, 640, 790, 938, 1082, 1227, 1373, 1520, 1666, 1813, 1961, 2109, 2258, 2407, 2556, 2705]","[1209, 1653, 2044]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,8,office_schedule,4,"[8, 423, 482, 626, 766]","[1191, 1635, 2028]",layout_visually_inspected_cells_require_review
2023/gp_sources/cooch_behar_final_office_reservations.pdf,322ba5a0cfee1abe610e3d00a16966e20ae1b72e6b113746705c81d34a2baea1,9,office_schedule,24,"[0, 607, 658, 741, 823, 906, 988, 1070, 1152, 1234, 1315, 1397, 1474, 1551, 1628]","[1296, 1718, 2083]",layout_visually_inspected_cells_require_review
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,1,order_cover,0,[],[],visually_inspected_no_named_schedule
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,2,office_schedule,58,"[0, 353, 412, 472, 532, 593, 654, 716, 775, 836, 895, 954, 1013, 1073, 1133, 1193, 1254, 1314, 1375, 1435, 1497, 1558, 1620, 1682, 1743, 1803, 1864, 1923, 1982, 2041, 2099, 2158]","[1638, 2296, 2840]",layout_visually_inspected_cells_require_review
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,office_schedule,74,"[1, 61, 120, 179, 239, 298, 359, 419, 479, 539, 599, 660, 721, 782, 843, 903, 963, 1023, 1083, 1143, 1203, 1263, 1324, 1384, 1444, 1505, 1565, 1626, 1687, 1748, 1810, 1871, 1933, 1994, 2053, 2113, 2172, 2232]","[1639, 2296, 2835]",layout_visually_inspected_cells_require_review
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,office_schedule,74,"[0, 59, 119, 180, 239, 299, 360, 419, 479, 540, 600, 660, 721, 783, 843, 903, 963, 1022, 1082, 1143, 1204, 1264, 1324, 1384, 1443, 1504, 1565, 1625, 1686, 1748, 1808, 1870, 1931, 1991, 2050, 2110, 2169, 2229]","[1637, 2294, 2833]",layout_visually_inspected_cells_require_review
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,5,office_schedule,74,"[0, 58, 120, 181, 241, 299, 360, 421, 481, 541, 602, 663, 723, 785, 845, 905, 964, 1023, 1083, 1142, 1203, 1262, 1323, 1385, 1446, 1507, 1567, 1628, 1688, 1750, 1810, 1870, 1930, 1989, 2047, 2106, 2166, 2225]","[1644, 2303, 2845]",layout_visually_inspected_cells_require_review
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,6,office_schedule,58,"[3, 351, 410, 471, 532, 593, 653, 714, 775, 835, 896, 956, 1016, 1076, 1137, 1197, 1257, 1376, 1436, 1497, 1558, 1618, 1679, 1740, 1801, 1862, 1923, 1982, 2041, 2102, 2160, 2219]","[1643, 2302, 2844]",layout_visually_inspected_cells_require_review
gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,7,office_schedule,36,"[2, 60, 120, 181, 240, 300, 361, 421, 481, 542, 602, 662, 722, 783, 843, 903, 963, 1022, 1082]","[1640, 2299, 2839]",layout_visually_inspected_cells_require_review
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,1,order_cover,0,[],[],visually_inspected_notice_text_cached
gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,2,office_schedule,29,[],[],visually_transcribed_all_positive_names
