source_sha256,source_page,source_path,district,election_year,document_reference_year,content_kind,stage,inventory_scopes,native_page_extracted,native_text_characters,native_tables,parsers,parser_evidence,ward_ocr_state,base_ocr_state,routing_status
03a43d88e6a1545e035b50a97acbfa62383bfab88ffad8832fcea06aa82d8e14,6,data/wb/gp_source_search/historical_expansion/coochbehar_FormBTFG1_3be72cef.pdf,Cooch Behar,2018,,reservation_or_election_source,draft,gp_source_search,True,1302,1,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
03a43d88e6a1545e035b50a97acbfa62383bfab88ffad8832fcea06aa82d8e14,7,data/wb/gp_source_search/historical_expansion/coochbehar_FormBTFG1_3be72cef.pdf,Cooch Behar,2018,,reservation_or_election_source,draft,gp_source_search,True,1242,1,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
03a43d88e6a1545e035b50a97acbfa62383bfab88ffad8832fcea06aa82d8e14,8,data/wb/gp_source_search/historical_expansion/coochbehar_FormBTFG1_3be72cef.pdf,Cooch Behar,2018,,reservation_or_election_source,draft,gp_source_search,True,818,1,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
03f2e99e5ef951fde59270eddfb022d8cb02fb4a310b9a7c7691b39f12229986,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Sitalkuchi/Form A1-Gosarihat.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,21,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
03f2e99e5ef951fde59270eddfb022d8cb02fb4a310b9a7c7691b39f12229986,2,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Sitalkuchi/Form A1-Gosarihat.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,21,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,1,data/wb/2023/alipurduar/form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,Alipurduar,2023,,office_or_zp,final,gp_source_search,True,0,0,office_scans,"[{""parser"": ""office_scans"", ""status"": ""visually_inspected_notice_text_cached"", ""audit"": ""data/wb/derived/office_scans/page_review.csv"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,2,data/wb/2023/alipurduar/form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,Alipurduar,2023,,office_or_zp,final,gp_source_search,True,0,0,office_scans,"[{""parser"": ""office_scans"", ""status"": ""visually_transcribed_all_positive_names"", ""audit"": ""data/wb/derived/office_scans/page_review.csv"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
0671230fe42da17987f90e83ad570bc6c5813634891e65805976b2c24ac5a4e7,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhata 2 from A&B/from_A_Sukarukuti_DIN2.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0671230fe42da17987f90e83ad570bc6c5813634891e65805976b2c24ac5a4e7,2,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhata 2 from A&B/from_A_Sukarukuti_DIN2.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06c438f1dd52737cd3dd7cb8a410051897fa008871c627ce21bc0bddacf32902,1,data/wb/gp_source_search/historical_expansion/nadia_Karimpur-II_86bd8352.pdf,Nadia,2008,,reservation_or_election_source,verify_per_document,gp_source_search,True,2063,1,nadia_2008,"[{""parser"": ""nadia_2008"", ""status"": ""not_identified_gp_schedule"", ""audit"": ""data/wb/derived/nadia_2008/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,1,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,2,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,3,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,4,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,5,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,6,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,7,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,8,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,9,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,10,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,11,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
06e6de0bdb1c09e3230ac1c0c85236da78de6555027b49729eb1715a3ee61d78,12,data/wb/2023/gp_sources/birbhum_labpur_form_a1_5_mb.pdf,Birbhum,2023,,gp_ward,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,1,data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,Birbhum,2018,,zp_member_reservation_gazette,final,base_2018_gazettes,False,0,0,base_drafts,"[{""parser"": ""base_drafts"", ""status"": ""routed_existing_final_csv"", ""audit"": ""data/wb/derived/base_drafts/page_audit.json"", ""ocr_path"": ""data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-01.tsv"", ""ocr_sha256"": ""17387624378f24b9cff90187f9286e98c8bcf592e62aed176e821c117cd5f7ed""}]",,ocr_cache_evidence,parser_audited
08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,2,data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,Birbhum,2018,,zp_member_reservation_gazette,final,base_2018_gazettes,False,0,0,base_drafts,"[{""parser"": ""base_drafts"", ""status"": ""routed_existing_final_csv"", ""audit"": ""data/wb/derived/base_drafts/page_audit.json"", ""ocr_path"": ""data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-02.tsv"", ""ocr_sha256"": ""280b0689035d65c29fb9f0334476e60e0c8898937b32528eae01371677eb2025""}]",,ocr_cache_evidence,parser_audited
08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,3,data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,Birbhum,2018,,zp_member_reservation_gazette,final,base_2018_gazettes,False,0,0,base_drafts,"[{""parser"": ""base_drafts"", ""status"": ""routed_existing_final_csv"", ""audit"": ""data/wb/derived/base_drafts/page_audit.json"", ""ocr_path"": ""data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-03.tsv"", ""ocr_sha256"": ""e640626259e345017038bc8e7777b6103d05cb01ed28fc0ccb9dc15f0079bc9d""}]",,ocr_cache_evidence,parser_audited
08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,4,data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,Birbhum,2018,,zp_member_reservation_gazette,final,base_2018_gazettes,False,0,0,base_drafts,"[{""parser"": ""base_drafts"", ""status"": ""routed_existing_final_csv"", ""audit"": ""data/wb/derived/base_drafts/page_audit.json"", ""ocr_path"": ""data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-04.tsv"", ""ocr_sha256"": ""530f5c2b53784ddf866c42693a10e4b47dcc9e4f104fe0da2028acd65041a453""}]",,ocr_cache_evidence,parser_audited
0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,1,data/wb/2023/alipurduar/alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,Alipurduar,2023,,block_member,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,2,data/wb/2023/alipurduar/alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,Alipurduar,2023,,block_member,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,3,data/wb/2023/alipurduar/alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,Alipurduar,2023,,block_member,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,4,data/wb/2023/alipurduar/alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,Alipurduar,2023,,block_member,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,5,data/wb/2023/alipurduar/alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,Alipurduar,2023,,block_member,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,6,data/wb/2023/alipurduar/alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,Alipurduar,2023,,block_member,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,1,data/wb/gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,South 24 Parganas,2018,,reservation_or_election_source,verify_per_document,gp_source_search,True,0,0,office_scans,"[{""parser"": ""office_scans"", ""status"": ""visually_inspected_notice_text_cached"", ""audit"": ""data/wb/derived/office_scans/page_review.csv"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
08d7b1fb879fc3799edbf725f8b7023e9f9c8e203b04e44de7d3d44c6954abbb,2,data/wb/gp_source_search/historical_expansion/s24pgs_267-SEC-Form1D-Sabhadhipati_ReservationFO_834b6a56.pdf,South 24 Parganas,2018,,reservation_or_election_source,verify_per_document,gp_source_search,True,0,0,office_scans,"[{""parser"": ""office_scans"", ""status"": ""visually_transcribed_all_positive_names"", ""audit"": ""data/wb/derived/office_scans/page_review.csv"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
09967ce7fce48f02d715213388f65af243d221f3e4f828674d742a24943babbf,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhat 1 from A&B/from_A_Okrabari_DIN1.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
09967ce7fce48f02d715213388f65af243d221f3e4f828674d742a24943babbf,2,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhat 1 from A&B/from_A_Okrabari_DIN1.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
09967ce7fce48f02d715213388f65af243d221f3e4f828674d742a24943babbf,3,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhat 1 from A&B/from_A_Okrabari_DIN1.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0999ebe057007d49b3d495441cb408525e08efcd1f5101364d4df4184df14e3c,1,data/wb/gp_source_search/historical_expansion/nadia_ORDER-_20A1_d59db5cc.pdf,Nadia,2008,,reservation_or_election_source,verify_per_document,gp_source_search,True,1485,0,nadia_2008,"[{""parser"": ""nadia_2008"", ""status"": ""not_identified_gp_schedule"", ""audit"": ""data/wb/derived/nadia_2008/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
0a20bec77d8a78ef74e3d0f0a189f74e494088706857a79d03b4e3495822b343,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhat 1 from A&B/from_A_DinVIllage 2_DIN1.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0a20bec77d8a78ef74e3d0f0a189f74e494088706857a79d03b4e3495822b343,2,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhat 1 from A&B/from_A_DinVIllage 2_DIN1.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0a20bec77d8a78ef74e3d0f0a189f74e494088706857a79d03b4e3495822b343,3,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Dinhat 1 from A&B/from_A_DinVIllage 2_DIN1.pdf,Cooch Behar,2023,,gp_ward_ps_zp_orders,final,gp_source_search,True,0,0,ward_schedules,"[{""parser"": ""ward_schedules"", ""status"": ""ocr_extracted_semantic_review_required"", ""audit"": ""data/wb/derived/ward_schedules/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",ocr_cache_exists,,parser_audited
0a9bb716d21cd45071252fdb330930e9bb2faed70c3ef12a3e8927e91e4a7372,1,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/District IC IIC/Anex_II_C.PDF,Alipurduar,2018,,gp_ps_zp_results,results,gp_source_search,True,1037,0,alipurduar_2018,"[{""parser"": ""alipurduar_2018"", ""status"": ""not_gp_detail"", ""audit"": ""data/wb/derived/alipurduar_2018/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
0a9bb716d21cd45071252fdb330930e9bb2faed70c3ef12a3e8927e91e4a7372,2,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/District IC IIC/Anex_II_C.PDF,Alipurduar,2018,,gp_ps_zp_results,results,gp_source_search,True,1052,0,alipurduar_2018,"[{""parser"": ""alipurduar_2018"", ""status"": ""not_gp_detail"", ""audit"": ""data/wb/derived/alipurduar_2018/page_audit.json"", ""ocr_path"": null, ""ocr_sha256"": null}]",,,parser_audited
