file,url,archive_url,capture,retrieved_at,district_domain,status,bytes,sha256
nadia_FORM-A_Sadhanpara-I_291a8549.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Sadhanpara-I.pdf,https://web.archive.org/web/20090410073449id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Sadhanpara-I.pdf,20090410073449,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073449id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Sadhanpara-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FORM-A_Sadhanpara-II_0939c266.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Sadhanpara-II.pdf,https://web.archive.org/web/20090410075315id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Sadhanpara-II.pdf,20090410075315,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075315id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Sadhanpara-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FORM-B_7da5a866.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-B.pdf,https://web.archive.org/web/20090410075228id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-B.pdf,20090410075228,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075228id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-B.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Form_20A1_37b1730e.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nabadwip/Form%20A1.pdf,https://web.archive.org/web/20090410072027id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nabadwip/Form%20A1.pdf,20090410072027,2026-09-06,nadia.nic.in,downloaded,209159,e5a749cd04b80ada822983e5805c8b76ac97eb083739de0842a618e6f93ce3e6
nadia_Form-B1_38a4fa5d.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nabadwip/Form-B1.pdf,https://web.archive.org/web/20090410075523id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nabadwip/Form-B1.pdf,20090410075523,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075523id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nabadwip/Form-B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Bethuadahari-I_9c297286.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bethuadahari-I.pdf,https://web.archive.org/web/20090410074414id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bethuadahari-I.pdf,20090410074414,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074414id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bethuadahari-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Bethuadahari-II_1022ffa7.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bethuadahari-II.pdf,https://web.archive.org/web/20090410074828id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bethuadahari-II.pdf,20090410074828,2026-09-06,nadia.nic.in,downloaded,49647,626562ef989c347f967741a1bfb9d55826f8ffac5281c42550c88045666558c8
nadia_Bikrampur_07c43b86.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bikrampur.pdf,https://web.archive.org/web/20090410075619id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bikrampur.pdf,20090410075619,2026-09-06,nadia.nic.in,downloaded,51232,56b7e42df7cec0867cd2f71c0b850cf33cc3996bb23a9b4d30eb9314cf65bd67
nadia_Bilkumari_d559629b.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bilkumari.pdf,https://web.archive.org/web/20090410075252id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bilkumari.pdf,20090410075252,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075252id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Bilkumari.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Billwagram_2f0531ce.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Billwagram.pdf,https://web.archive.org/web/20090410075138id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Billwagram.pdf,20090410075138,2026-09-06,nadia.nic.in,downloaded,50533,305f95e9f35246d8c0aa71e2be8e84ce3bddf79aea54da96e70b8d933e04bb46
nadia_Birpur-I_fc8073f4.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Birpur-I.pdf,https://web.archive.org/web/20090410075200id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Birpur-I.pdf,20090410075200,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075200id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Birpur-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Birpur-II_2b726376.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Birpur-II.pdf,https://web.archive.org/web/20090410074250id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Birpur-II.pdf,20090410074250,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074250id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Birpur-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Dhananjoypur_9961a614.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dhananjoypur.pdf,https://web.archive.org/web/20090410073137id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dhananjoypur.pdf,20090410073137,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073137id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dhananjoypur.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Dharmada_46870934.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dharmada.pdf,https://web.archive.org/web/20090410074513id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dharmada.pdf,20090410074513,2026-09-06,nadia.nic.in,503 Server Error: Service Unavailable for url: https://web.archive.org/web/20090410074513id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dharmada.pdf,,
nadia_Dogachhia_ebe0c6ed.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dogachhia.pdf,https://web.archive.org/web/20090410072806id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dogachhia.pdf,20090410072806,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072806id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Dogachhia.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Form-B1_c07fd23e.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Form-B1.pdf,https://web.archive.org/web/20090410075213id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Form-B1.pdf,20090410075213,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075213id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Form-B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Haranagar_0dd258bf.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Haranagar.pdf,https://web.archive.org/web/20090410073028id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Haranagar.pdf,20090410073028,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073028id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Haranagar.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Majhergram_25ee0055.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Majhergram.pdf,https://web.archive.org/web/20090410074316id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Majhergram.pdf,20090410074316,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074316id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Majhergram.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Muragachha_8aaae523.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Muragachha.pdf,https://web.archive.org/web/20090410074905id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Muragachha.pdf,20090410074905,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074905id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Muragachha.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_NakashiparaGP_60d11eab.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/NakashiparaGP.pdf,https://web.archive.org/web/20090410074240id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/NakashiparaGP.pdf,20090410074240,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074240id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/NakashiparaGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Order-B1_336eee9f.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Order-B1.pdf,https://web.archive.org/web/20090410072145id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Order-B1.pdf,20090410072145,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072145id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Order-B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_OrderA1_7df1ac2f.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/OrderA1.pdf,https://web.archive.org/web/20090410073502id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/OrderA1.pdf,20090410073502,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073502id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/OrderA1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Patikabari_50152de2.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Patikabari.pdf,https://web.archive.org/web/20090410072947id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Patikabari.pdf,20090410072947,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072947id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Nakashipara/Patikabari.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Anulia_96fda9db.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Anulia.pdf,https://web.archive.org/web/20090410073606id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Anulia.pdf,20090410073606,2026-09-06,nadia.nic.in,downloaded,77797,995c7814db06c229d51b8f771b83a2a2b3b2c638d7bd9cc9429a5f22d79a0485
nadia_Barasat_0ccb3c74.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Barasat.pdf,https://web.archive.org/web/20090410072640id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Barasat.pdf,20090410072640,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072640id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Barasat.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FORM-A1_4727e380.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/FORM-A1.pdf,https://web.archive.org/web/20090410075407id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/FORM-A1.pdf,20090410075407,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075407id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/FORM-A1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Form-B1_c7646eff.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Form-B1.pdf,https://web.archive.org/web/20090410075429id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Form-B1.pdf,20090410075429,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075429id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Form-B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Habibpur_c262795e.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Habibpur.pdf,https://web.archive.org/web/20090410075304id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Habibpur.pdf,20090410075304,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075304id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Habibpur.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Khisma_451238f0.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Khisma.pdf,https://web.archive.org/web/20090410074403id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Khisma.pdf,20090410074403,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074403id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Khisma.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_KPGP_e9818929.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/KPGP.pdf,https://web.archive.org/web/20090410072704id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/KPGP.pdf,20090410072704,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072704id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/KPGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nawpara-MSD_e494d690.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Nawpara-MSD.pdf,https://web.archive.org/web/20090410072502id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Nawpara-MSD.pdf,20090410072502,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072502id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Nawpara-MSD.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Payradanga_0af226ef.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Payradanga.pdf,https://web.archive.org/web/20090410072318id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Payradanga.pdf,20090410072318,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072318id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Payradanga.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Ramnagar-I_27a1c6cd.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Ramnagar-I.pdf,https://web.archive.org/web/20090410072449id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Ramnagar-I.pdf,20090410072449,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072449id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Ramnagar-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Ramnagar-II_de95b7b3.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Ramnagar-II.pdf,https://web.archive.org/web/20090410072332id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Ramnagar-II.pdf,20090410072332,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072332id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Ramnagar-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_ScheduleB1_ea11276a.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/ScheduleB1.pdf,https://web.archive.org/web/20090410075126id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/ScheduleB1.pdf,20090410075126,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075126id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/ScheduleB1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Tarapur_d8d660c2.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Tarapur.pdf,https://web.archive.org/web/20090410075329id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-I/Tarapur.pdf,20090410075329,2026-09-06,nadia.nic.in,downloaded,72399,a400cbf6201e85a51890710a810aec406aa7065854836c13591cd05bc883ead8
nadia_Anismali_78392ea1.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Anismali.pdf,https://web.archive.org/web/20090410073517id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Anismali.pdf,20090410073517,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073517id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Anismali.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Aranghata_3845e376.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Aranghata.pdf,https://web.archive.org/web/20090410074545id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Aranghata.pdf,20090410074545,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074545id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Aranghata.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Bahirgachhi_32f30d2c.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Bahirgachhi.pdf,https://web.archive.org/web/20090410073632id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Bahirgachhi.pdf,20090410073632,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073632id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Bahirgachhi.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Baidyapur-I_1fae5b52.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Baidyapur-I.pdf,https://web.archive.org/web/20090410073146id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Baidyapur-I.pdf,20090410073146,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073146id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Baidyapur-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Baidyapur-II_e86ebeb3.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Baidyapur-II.pdf,https://web.archive.org/web/20090410072230id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Baidyapur-II.pdf,20090410072230,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072230id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Baidyapur-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Debagram_ca21d926.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Debagram.pdf,https://web.archive.org/web/20090410073739id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Debagram.pdf,20090410073739,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073739id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Debagram.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Duttapulia_ca44390b.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Duttapulia.pdf,https://web.archive.org/web/20090410072052id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Duttapulia.pdf,20090410072052,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072052id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Duttapulia.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Jugalkishore_ad648d2e.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Jugalkishore.pdf,https://web.archive.org/web/20090410073352id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Jugalkishore.pdf,20090410073352,2026-09-06,nadia.nic.in,downloaded,38978,8e753c41d5bf8a06a9a91cceb9e3c828411920154357f8f5c2b3f4fe8ee5f778
nadia_Kamalpur_6444cbc2.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Kamalpur.pdf,https://web.archive.org/web/20090410075052id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Kamalpur.pdf,20090410075052,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075052id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Kamalpur.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Majhergram_9d390213.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Majhergram.pdf,https://web.archive.org/web/20090410073644id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Majhergram.pdf,20090410073644,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073644id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Majhergram.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nokari_7d8a2a12.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Nokari.pdf,https://web.archive.org/web/20090410072753id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/Nokari.pdf,20090410072753,2026-09-06,nadia.nic.in,downloaded,38907,d952474e6435348f19cfd9984385af4d848e4a41a5cc9e81e7dc01ca42473f31
nadia_R-Hijuli-I_cdaddaad.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/R-Hijuli-I.pdf,https://web.archive.org/web/20090410074115id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Ranaghat-II/R-Hijuli-I.pdf,20090410074115,2026-09-06,nadia.nic.in,downloaded,39077,cb81edf6eddf091071c83332da85ee4afd0047a8049f9da9c09c93f6827cde0b
