source_path,source_sha256,source_page,review_status,image_path,image_sha256,render_dpi
data/source_search/early_heads/raw/tn_1_58_2006_254_en.pdf,c70a6850423937298c7609007a239171c8afcbd280de6f3b477ea3ee35c85667,3,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_254_en-p3.png,b029d0c81b7e470084b6617b76d690f16e329773cc6b1b6c31953289a57b01f2,90
data/source_search/early_heads/raw/tn_1_58_2006_254_en.pdf,c70a6850423937298c7609007a239171c8afcbd280de6f3b477ea3ee35c85667,4,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_254_en-p4.png,7fb0eab5a9a2aaa1bc2468fb51bf90e83526b536435df78165e0b8c388a2043f,90
data/source_search/early_heads/raw/tn_1_58_2011_316_en.pdf,ee13b9ba82647a7ae1c14583baf3d3083c2aff77346161cdd31700da93c08527,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_316_en-p1.png,2fa052c6258e2dec0b18f4711bf8dea3cb3983cc95b983db8593915f928c4984,90
data/source_search/early_heads/raw/tn_1_58_2011_316_en.pdf,ee13b9ba82647a7ae1c14583baf3d3083c2aff77346161cdd31700da93c08527,2,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_316_en-p2.png,1b04755d9e080dc038ea379663b516ffae172536997d8560bdbb6c335821046e,90
data/source_search/early_heads/raw/tn_1_58_2011_316_en.pdf,ee13b9ba82647a7ae1c14583baf3d3083c2aff77346161cdd31700da93c08527,7,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_316_en-p7.png,c666596f1811a65c7cc3285c74753a08ea1fdaaed73f1bb93f893a4fcb8ad4c7,90
data/source_search/early_heads/raw/tn_1_58_2011_316_en.pdf,ee13b9ba82647a7ae1c14583baf3d3083c2aff77346161cdd31700da93c08527,8,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_316_en-p8.png,ef305760e0ced575fc434141b373c81b89d8aacdd2e7e2ad0f0b1f820432c21c,90
data/source_search/early_heads/raw/tn_1_58_2011_316_en.pdf,ee13b9ba82647a7ae1c14583baf3d3083c2aff77346161cdd31700da93c08527,161,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_316_en-p161.png,870bc5a1874c7163f974593f403f08094b1eb7566cd8b15f820ebf527a302f89,90
data/source_search/early_heads/raw/tn_1_58_2011_318_en.pdf,340e18bc66c484a97c9ea7634f3ba6aa12ab715f2b73745c1d96f1b25bcf3ffd,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_318_en-p1.png,3f056a7fab2a0e1786e713e75a9a9f18e40685d5824faeb17650abb8c69db22a,90
data/source_search/early_heads/raw/tn_1_58_2011_318_en.pdf,340e18bc66c484a97c9ea7634f3ba6aa12ab715f2b73745c1d96f1b25bcf3ffd,2,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_318_en-p2.png,1d5b54708a04be141fd2187d6696ba4a5ea0a736758ec413c753f49c9a4bb9d2,90
data/source_search/early_heads/raw/tn_1_58_2011_318_en.pdf,340e18bc66c484a97c9ea7634f3ba6aa12ab715f2b73745c1d96f1b25bcf3ffd,3,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_318_en-p3.png,387cfbac6389e21bb1df5663626d6728f5b1e10808c5f5a96929b950a6df5fa1,90
data/source_search/early_heads/raw/tn_1_58_2011_318_en.pdf,340e18bc66c484a97c9ea7634f3ba6aa12ab715f2b73745c1d96f1b25bcf3ffd,153,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2011_318_en-p153.png,8b202d180594296c463e5d15af1cdadd45abd50332e95e698792009f8baa5bc7,90
