source_page,side,line,raw_text,serial,name,category
110,left,55,20 Velivayal General,20,Velivayal,General
110,right,3,21 Senganam General,21,Senganam,General
110,right,4,22 Nattanipurasakudi General,22,Nattanipurasakudi,General
110,right,5,23 Palavarasan General,23,Palavarasan,General
110,right,6,24 Vettanur General,24,Vettanur,General
110,right,7,25 Perunavalur General,25,Perunavalur,General
110,right,8,26 Thirupunavasal General,26,Thirupunavasal,General
110,right,9,27 Kathiramangalam General,27,Kathiramangalam,General
110,right,10,28 Theeyur General,28,Theeyur,General
110,right,11,29 Thiruperunthurai General,29,Thiruperunthurai,General
110,right,12,30 Thondaimanendal General,30,Thondaimanendal,General
110,right,13,31 Sattiyakudi General,31,Sattiyakudi,General
110,right,14,32 Amaradakki General,32,Amaradakki,General
110,right,15,33 Theeyathur General,33,Theeyathur,General
110,right,16,34 Pandipathiram General,34,Pandipathiram,General
110,right,17,35 Keelacheri General,35,Keelacheri,General
110,right,19,1 Nadupatti SC(Women),1,Nadupatti,SC(Women)
110,right,20,2 Sangamviduthy SC(Women),2,Sangamviduthy,SC(Women)
110,right,21,3 Athangaraividuthy SC(Women),3,Athangaraividuthy,SC(Women)
110,right,22,4 Pudupatti SC(Women),4,Pudupatti,SC(Women)
110,right,23,5 Kulathur SC(General ),5,Kulathur,SC(General )
110,right,24,6 Nodiyur SC(General ),6,Nodiyur,SC(General )
110,right,25,7 Periyakkottai SC(General ),7,Periyakkottai,SC(General )
110,right,26,8 Kurumpoondi SC(General ),8,Kurumpoondi,SC(General )
110,right,27,9 Viralipatti SC(General ),9,Viralipatti,SC(General )
110,right,28,10 Pudunagar SC(General ),10,Pudunagar,SC(General )
110,right,29,11 Pisanathur General(Women),11,Pisanathur,General(Women)
110,right,30,12 Mattangal General(Women),12,Mattangal,General(Women)
110,right,31,13 Kallakkottai General(Women),13,Kallakkottai,General(Women)
110,right,32,14 Thurusupatti General(Women),14,Thurusupatti,General(Women)
110,right,33,15 Andanur General(Women),15,Andanur,General(Women)
110,right,34,16 Veeradipatti General(Women),16,Veeradipatti,General(Women)
110,right,35,17 Thuvar General(Women),17,Thuvar,General(Women)
110,right,36,18 Gandarvakkottai General(Women),18,Gandarvakkottai,General(Women)
110,right,37,19 Namburanpatti General,19,Namburanpatti,General
110,right,38,20 Thatchankurichi General,20,Thatchankurichi,General
110,right,39,21 Vadugapatti General,21,Vadugapatti,General
110,right,40,22 Sundampatty General,22,Sundampatty,General
110,right,41,23 Akkatchipatty General,23,Akkatchipatty,General
110,right,42,24 Vellalaviduthy General,24,Vellalaviduthy,General
110,right,43,25 Neppugai General,25,Neppugai,General
110,right,44,26 Manganoor General,26,Manganoor,General
110,right,45,27 Nathamadipatty General,27,Nathamadipatty,General
110,right,46,28 Palayagandarvakottai General,28,Palayagandarvakottai,General
110,right,47,29 Kattunaval General,29,Kattunaval,General
110,right,48,30 Ariyanipatty General,30,Ariyanipatty,General
110,right,49,31 Aravampatti General,31,Aravampatti,General
110,right,50,32 Mudhukulam General,32,Mudhukulam,General
110,right,51,33 Manjapettai General,33,Manjapettai,General
110,right,52,34 Punakulam General,34,Punakulam,General
110,right,53,35 Pallavarampatti General,35,Pallavarampatti,General
110,right,54,36 Komapuram General,36,Komapuram,General
111,left,3,1 Pattathikadu SC Women),1,Pattathikadu,SC Women)
111,left,4,2 Theethanipatti SC Women),2,Theethanipatti,SC Women)
111,left,5,3 Vadatheru SC Women),3,Vadatheru,SC Women)
111,left,6,4 Vandanviduthy SC Women),4,Vandanviduthy,SC Women)
111,left,7,5 Kattathi SC (General),5,Kattathi,SC (General)
111,left,8,6 Regunathapuram SC (General),6,Regunathapuram,SC (General)
111,left,9,7 Ambukoil SC (General),7,Ambukoil,SC (General)
111,left,10,8 Kulanthiranpattu SC (General),8,Kulanthiranpattu,SC (General)
111,left,11,9 Kaliaranviduthy SC (General),9,Kaliaranviduthy,SC (General)
111,left,12,10 Pallavarayanpathai SC (General),10,Pallavarayanpathai,SC (General)
111,left,13,11 Mullankurichi SC (General),11,Mullankurichi,SC (General)
111,left,14,12 Mylankonpatti General (Women),12,Mylankonpatti,General (Women)
111,left,15,13 Kanankkankadu General (Women),13,Kanankkankadu,General (Women)
111,left,16,14 Sengamedu General (Women),14,Sengamedu,General (Women)
111,left,17,15 Valangondanviduthy General (Women),15,Valangondanviduthy,General (Women)
111,left,18,16 Vellalaviduthy General (Women),16,Vellalaviduthy,General (Women)
111,left,19,17 Thirumanancheri General (Women),17,Thirumanancheri,General (Women)
111,left,20,18 K.Muthalipatti General (Women),18,K.Muthalipatti,General (Women)
111,left,21,19 Pudhuviduthi General (Women),19,Pudhuviduthi,General (Women)
111,left,22,20 Pilaviduthy General (Women),20,Pilaviduthy,General (Women)
111,left,23,21 Pappapatti General,21,Pappapatti,General
111,left,24,22 Rangiyanviduthy General,22,Rangiyanviduthy,General
111,left,25,23 Theethanviduthy General,23,Theethanviduthy,General
111,left,26,24 Vanakkankadu General,24,Vanakkankadu,General
111,left,27,25 Bandhuvakottai General,25,Bandhuvakottai,General
111,left,28,26 Karu.Keelatheru General,26,Karu.Keelatheru,General
111,left,29,27 M.Therkkutheru General,27,M.Therkkutheru,General
111,left,30,28 Maruthankonviduthy General,28,Maruthankonviduthy,General
111,left,31,29 Karambaviduthy General,29,Karambaviduthy,General
111,left,32,30 Mangottai General,30,Mangottai,General
111,left,33,31 Ponnanviduthy General,31,Ponnanviduthy,General
111,left,34,32 Karu.Therkkutheru General,32,Karu.Therkkutheru,General
111,left,35,33 Odappaviduthy General,33,Odappaviduthy,General
111,left,36,34 Elaikadividuthy General,34,Elaikadividuthy,General
111,left,37,35 Keerathur General,35,Keerathur,General
111,left,38,36 Kalabam General,36,Kalabam,General
111,left,39,37 Malaiyur General,37,Malaiyur,General
111,left,40,38 Karuppattipatti General,38,Karuppattipatti,General
111,left,41,39 Athiranviduthi General,39,Athiranviduthi,General
111,left,43,1 Thennangudi SC (Women),1,Thennangudi,SC (Women)
111,left,44,2 Minnathur SC (Women),2,Minnathur,SC (Women)
111,left,45,3 Perambur SC (General),3,Perambur,SC (General)
111,left,46,4 Kulathur SC (General),4,Kulathur,SC (General)
111,left,47,5 Killukkottai SC (General),5,Killukkottai,SC (General)
111,left,48,6 Mangadhevanpatti General (Women),6,Mangadhevanpatti,General (Women)
111,left,49,7 Periathambiudayanpatti General (Women),7,Periathambiudayanpatti,General (Women)
111,left,50,8 Themmavur General (Women),8,Themmavur,General (Women)
111,left,51,9 Andakkulam General (Women),9,Andakkulam,General (Women)
111,left,52,10 Vathanakkottai General (Women),10,Vathanakkottai,General (Women)
111,left,53,11 Killukkulavaippatti General (Women),11,Killukkulavaippatti,General (Women)
111,left,54,12 Sengalur General (Women),12,Sengalur,General (Women)
111,left,55,13 Puliyur General (Women),13,Puliyur,General (Women)
111,right,3,14 Visalur General (Women),14,Visalur,General (Women)
111,right,4,15 Thayinippatti General (Women),15,Thayinippatti,General (Women)
111,right,5,16 Naanjur General (Women),16,Naanjur,General (Women)
111,right,6,17 Rakkathampatti General,17,Rakkathampatti,General
111,right,7,18 Pappudaiyanpatti General,18,Pappudaiyanpatti,General
111,right,8,19 Senaiyakudi General,19,Senaiyakudi,General
111,right,9,20 Vaithur General,20,Vaithur,General
111,right,10,21 Vathanakkurichy General,21,Vathanakkurichy,General
111,right,11,22 Chettippatti General,22,Chettippatti,General
111,right,12,23 Kannangudi General,23,Kannangudi,General
111,right,13,24 Veerakkudi General,24,Veerakkudi,General
111,right,14,25 Uppiliyakkudi General,25,Uppiliyakkudi,General
111,right,15,26 Killanur General,26,Killanur,General
111,right,16,27 T. Keelaiyur General,27,T. Keelaiyur,General
111,right,17,28 Melapuduvayal General,28,Melapuduvayal,General
111,right,18,29 Moottampatti General,29,Moottampatti,General
111,right,19,30 Pallathuppatti General,30,Pallathuppatti,General
111,right,20,31 Valamangalam General,31,Valamangalam,General
111,right,21,32 Odukkur General,32,Odukkur,General
111,right,22,33 Valiyampatti General,33,Valiyampatti,General
111,right,23,34 Udaiyalippatti General,34,Udaiyalippatti,General
111,right,24,35 Lekkanappatti General,35,Lekkanappatti,General
111,right,25,36 Odugampatti General,36,Odugampatti,General
111,right,26,37 Koppampatti General,37,Koppampatti,General
111,right,28,1 Manalur SC(Women),1,Manalur,SC(Women)
111,right,29,2 Vettivayal SC(Women),2,Vettivayal,SC(Women)
111,right,30,3 Thandalai SC(General),3,Thandalai,SC(General)
111,right,31,4 Nilayur SC(General),4,Nilayur,SC(General)
111,right,32,5 Kolendram General(Women),5,Kolendram,General(Women)
111,right,33,6 Krishnajipattinam General(Women),6,Krishnajipattinam,General(Women)
111,right,34,7 Karakkottai General(Women),7,Karakkottai,General(Women)
111,right,35,8 Minnamozhi General(Women),8,Minnamozhi,General(Women)
111,right,36,9 Manamelkudi General(Women),9,Manamelkudi,General(Women)
111,right,37,10 Kanadu General(Women),10,Kanadu,General(Women)
111,right,38,11 Karakathikottai General(Women),11,Karakathikottai,General(Women)
111,right,39,12 Vichur General(Women),12,Vichur,General(Women)
111,right,40,13 Perumarudhur General,13,Perumarudhur,General
111,right,41,14 Bhiramanavayal General,14,Bhiramanavayal,General
111,right,42,15 Nelveli General,15,Nelveli,General
111,right,43,16 Thinayakudi General,16,Thinayakudi,General
111,right,44,17 Ammapattinam General,17,Ammapattinam,General
111,right,45,18 Kattumavadi General,18,Kattumavadi,General
111,right,46,19 Mumbalai General,19,Mumbalai,General
111,right,47,20 Nerkkuppai General,20,Nerkkuppai,General
111,right,48,21 Sathiyadi General,21,Sathiyadi,General
111,right,49,22 Manjakudi General,22,Manjakudi,General
111,right,50,23 Edayathur General,23,Edayathur,General
111,right,51,24 Vellur General,24,Vellur,General
111,right,52,25 Kottaipattinam General,25,Kottaipattinam,General
111,right,53,26 Edaiyathimangalam General,26,Edaiyathimangalam,General
111,right,54,27 Keelamanjakudi General,27,Keelamanjakudi,General
111,right,55,28 Seyyanam General,28,Seyyanam,General
112,left,3,1 P.Usilampatti SC(Women),1,P.Usilampatti,SC(Women)
112,left,4,2 Konnaippatti SC(Women),2,Konnaippatti,SC(Women)
112,left,5,3 Edayathur SC(Women),3,Edayathur,SC(Women)
112,left,6,4 Sundaram SC(General),4,Sundaram,SC(General)
112,left,7,5 Keelathaniam SC(General),5,Keelathaniam,SC(General)
112,left,8,6 Sevalur SC(General),6,Sevalur,SC(General)
112,left,9,7 Valakurichi SC(General),7,Valakurichi,SC(General)
112,left,10,8 Mullipatti General(Women),8,Mullipatti,General(Women)
112,left,11,9 Vegupatti General(Women),9,Vegupatti,General(Women)
112,left,12,10 Alampatti General(Women),10,Alampatti,General(Women)
112,left,13,11 Karaiyur General(Women),11,Karaiyur,General(Women)
112,left,14,12 Kovanur General(Women),12,Kovanur,General(Women)
112,left,15,13 Melathaniyam General(Women),13,Melathaniyam,General(Women)
112,left,16,14 M.Usilampatti General(Women),14,M.Usilampatti,General(Women)
112,left,17,15 Seranur General(Women),15,Seranur,General(Women)
112,left,18,16 Nagarappatti General(Women),16,Nagarappatti,General(Women)
112,left,19,17 Thenur General(Women),17,Thenur,General(Women)
112,left,20,18 Maravamadurai General(Women),18,Maravamadurai,General(Women)
112,left,21,19 Oliamangalam General,19,Oliamangalam,General
112,left,22,20 Melamelanilai General,20,Melamelanilai,General
112,left,23,21 Kattupatti General,21,Kattupatti,General
112,left,24,22 Vendanpatti General,22,Vendanpatti,General
112,left,25,23 Melasivapuri General,23,Melasivapuri,General
112,left,26,24 Nerinjikudi General,24,Nerinjikudi,General
112,left,27,25 Semboothi General,25,Semboothi,General
112,left,28,26 Konnaiyampatti General,26,Konnaiyampatti,General
112,left,29,27 Ammankurichi General,27,Ammankurichi,General
112,left,30,28 Kallampatti General,28,Kallampatti,General
112,left,31,29 Coodalur General,29,Coodalur,General
112,left,32,30 Koppanapatti General,30,Koppanapatti,General
112,left,33,31 Enathi General,31,Enathi,General
112,left,34,32 R.Palakurichi General,32,R.Palakurichi,General
112,left,35,33 Mylapore General,33,Mylapore,General
112,left,36,34 Varpattu General,34,Varpattu,General
112,left,37,35 Thottiampatti General,35,Thottiampatti,General
112,left,38,36 Kandianatham General,36,Kandianatham,General
112,left,39,37 Thuthur General,37,Thuthur,General
112,left,40,38 Nallur General,38,Nallur,General
112,left,41,39 Arasamalai General,39,Arasamalai,General
112,left,42,40 Thirukulambur General,40,Thirukulambur,General
112,left,43,41 Alavayal General,41,Alavayal,General
112,left,44,42 Bagavandipatti General,42,Bagavandipatti,General
112,left,46,1 Ganapathipuram SC(Women),1,Ganapathipuram,SC(Women)
112,left,47,2 M. Kulavaipatti SC(Women),2,M. Kulavaipatti,SC(Women)
112,left,48,3 Kallukaranpatti SC(General),3,Kallukaranpatti,SC(General)
112,left,49,4 Manaviduthy SC(General),4,Manaviduthy,SC(General)
112,left,50,5 Valavampatti SC(General),5,Valavampatti,SC(General)
112,left,51,6 Vannarapatti SC(General),6,Vannarapatti,SC(General)
112,left,52,7 9B Nathampannai (Purakarai) General(Women),7,9B Nathampannai (Purakarai),General(Women)
112,left,53,8 Sembattur General(Women),8,Sembattur,General(Women)
112,left,54,9 Kuppayampatti General(Women),9,Kuppayampatti,General(Women)
112,right,3,10 Varapppur General(Women),10,Varapppur,General(Women)
112,right,4,11 Mullur General(Women),11,Mullur,General(Women)
112,right,5,12 Sothupalai General(Women),12,Sothupalai,General(Women)
112,right,6,13 Puthambur General(Women),13,Puthambur,General(Women)
112,right,7,14 Mookkampatti General,14,Mookkampatti,General
112,right,8,15 Perunkondanviduthi General,15,Perunkondanviduthi,General
112,right,9,16 Karuppudayanpatti General,16,Karuppudayanpatti,General
112,right,10,17 Perungalur General,17,Perungalur,General
112,right,11,18 Adanakkottai General,18,Adanakkottai,General
112,right,12,19 9 A .Nathampannai General,19,9 A .Nathampannai,General
112,right,13,20 Thondaman Oorani General,20,Thondaman Oorani,General
112,right,14,21 Vadavalam General,21,Vadavalam,General
112,right,15,22 Kavinadu West General,22,Kavinadu West,General
112,right,16,23 Mangalathupatti General,23,Mangalathupatti,General
112,right,17,24 Vagavasal General,24,Vagavasal,General
112,right,18,25 Sammatividuthy General,25,Sammatividuthy,General
112,right,19,26 Kavinadu East General,26,Kavinadu East,General
112,right,20,27 Thirumalairayasamudram General,27,Thirumalairayasamudram,General
112,right,22,1 Kulipirai SC(Women),1,Kulipirai,SC(Women)
112,right,23,2 Thirumayam SC(Women),2,Thirumayam,SC(Women)
112,right,24,3 Kannanur SC(Women),3,Kannanur,SC(Women)
112,right,25,4 Kulamangalam SC(General),4,Kulamangalam,SC(General)
112,right,26,5 Melappanaiyur SC(General),5,Melappanaiyur,SC(General)
112,right,27,6 Pilivalam SC(General),6,Pilivalam,SC(General)
112,right,28,7 Thulaiyanur SC(General),7,Thulaiyanur,SC(General)
112,right,29,8 Nachandupatti General (Women),8,Nachandupatti,General (Women)
112,right,30,9 Neikonam General (Women),9,Neikonam,General (Women)
112,right,31,10 Rarapuram General (Women),10,Rarapuram,General (Women)
112,right,32,11 V.Lakshmipuram General (Women),11,V.Lakshmipuram,General (Women)
112,right,33,12 Lembalakudi General (Women),12,Lembalakudi,General (Women)
112,right,34,13 Aranginampatti General (Women),13,Aranginampatti,General (Women)
112,right,35,14 Kottur General (Women),14,Kottur,General (Women)
112,right,36,15 P.Alagapuri General (Women),15,P.Alagapuri,General (Women)
112,right,37,16 Vengalur General,16,Vengalur,General
112,right,38,17 Kuruvikkondampatti General,17,Kuruvikkondampatti,General
112,right,39,18 Virachilai General,18,Virachilai,General
112,right,40,19 Kottaiyur General,19,Kottaiyur,General
112,right,41,20 Elanjavur General,20,Elanjavur,General
112,right,42,21 Mithilaipatti General,21,Mithilaipatti,General
112,right,43,22 Neivasal General,22,Neivasal,General
112,right,44,23 Konapattu General,23,Konapattu,General
112,right,45,24 Panayappatti General,24,Panayappatti,General
112,right,46,25 Sethurapatti General,25,Sethurapatti,General
112,right,47,26 Peraiyur General,26,Peraiyur,General
112,right,48,27 Rangiyam General,27,Rangiyam,General
112,right,49,28 Unaiyur General,28,Unaiyur,General
112,right,50,29 Melur General,29,Melur,General
112,right,51,30 Athur General,30,Athur,General
112,right,52,31 Adhanur General,31,Adhanur,General
112,right,53,32 Arasampatti General,32,Arasampatti,General
112,right,54,33 K.Pallivasal General,33,K.Pallivasal,General
113,left,3,1 Palaiyur SC (Women),1,Palaiyur,SC (Women)
113,left,4,2 Thirukkattalai SC (Women),2,Thirukkattalai,SC (Women)
113,left,5,3 Pudukkottai Viduthi SC (Women),3,Pudukkottai Viduthi,SC (Women)
113,left,6,4 Nagaram SC (General),4,Nagaram,SC (General)
113,left,7,5 Dhatchinapuram SC (General),5,Dhatchinapuram,SC (General)
113,left,8,6 Pallathividuthi SC (General),6,Pallathividuthi,SC (General)
113,left,9,7 Vandakottai SC (General),7,Vandakottai,SC (General)
113,left,10,8 Veppankudi General (Women),8,Veppankudi,General (Women)
113,left,11,9 S.Kulavaipatti General (Women),9,S.Kulavaipatti,General (Women)
113,left,12,10 Karumbirankottai General (Women),10,Karumbirankottai,General (Women)
113,left,13,11 Venkidakulam General (Women),11,Venkidakulam,General (Women)
113,left,14,12 Seriyalur Enam General (Women),12,Seriyalur Enam,General (Women)
113,left,15,13 Senthagudi General (Women),13,Senthagudi,General (Women)
113,left,16,14 Manjanviduthi General (Women),14,Manjanviduthi,General (Women)
113,left,17,15 Patchikottai General (Women),15,Patchikottai,General (Women)
113,left,18,16 Neduvasal East General (Women),16,Neduvasal East,General (Women)
113,left,19,17 Vennavalkudi General (Women),17,Vennavalkudi,General (Women)
113,left,20,18 K.Rasiyamangalam General (Women),18,K.Rasiyamangalam,General (Women)
113,left,21,19 Pullanviduthi General (Women),19,Pullanviduthi,General (Women)
113,left,22,20 Senthangudi General (Women),20,Senthangudi,General (Women)
113,left,23,21 Poovarasakudi General,21,Poovarasakudi,General
113,left,24,22 Kuppakudi General,22,Kuppakudi,General
113,left,25,23 Kovilur General,23,Kovilur,General
113,left,26,24 Kathakurichi General,24,Kathakurichi,General
113,left,27,25 Kulamangalam South General,25,Kulamangalam South,General
113,left,28,26 Kulanthai Vinayagar Kottai General,26,Kulanthai Vinayagar Kottai,General
113,left,29,27 Neduvasal West General,27,Neduvasal West,General
113,left,30,28 Vadakadu General,28,Vadakadu,General
113,left,31,29 Pathampatti General,29,Pathampatti,General
113,left,32,30 Kulamangalam North General,30,Kulamangalam North,General
113,left,33,31 Kaikurichi General,31,Kaikurichi,General
113,left,34,32 Melathur General,32,Melathur,General
113,left,35,33 Panangulam General,33,Panangulam,General
113,left,36,34 Kalangudi General,34,Kalangudi,General
113,left,37,35 Keelathur General,35,Keelathur,General
113,left,38,36 Isuguppatti General,36,Isuguppatti,General
113,left,39,37 Lakshmi Narasimahapuram General,37,Lakshmi Narasimahapuram,General
113,left,40,38 Mangadu General,38,Mangadu,General
113,left,41,39 Thiruvarangulam General,39,Thiruvarangulam,General
113,left,42,40 Maniyambalam General,40,Maniyambalam,General
113,left,43,41 Arayappatti General,41,Arayappatti,General
113,left,44,42 Kothamangalam General,42,Kothamangalam,General
113,left,45,43 Kayamppatti General,43,Kayamppatti,General
113,left,46,44 Kothakkottai General,44,Kothakkottai,General
113,left,47,45 Kallalangudi General,45,Kallalangudi,General
113,left,48,46 Seriyalur Zamin General,46,Seriyalur Zamin,General
113,left,49,47 Vallathirakottai General,47,Vallathirakottai,General
113,left,50,48 Alangadu General,48,Alangadu,General
113,right,3,1 Viralur SC (Women),1,Viralur,SC (Women)
113,right,4,2 Kongudippatty SC (Women),2,Kongudippatty,SC (Women)
113,right,5,3 Kumaramangalam SC (Women),3,Kumaramangalam,SC (Women)
113,right,6,4 Naduppatty SC (General),4,Naduppatty,SC (General)
113,right,7,5 Meenaveli SC (General),5,Meenaveli,SC (General)
113,right,8,6 Suriyur SC (General),6,Suriyur,SC (General)
113,right,9,7 Maruthampatty SC (General),7,Maruthampatty,SC (General)
113,right,10,8 Neerpalani SC (General),8,Neerpalani,SC (General)
113,right,11,9 Mathur General (Women),9,Mathur,General (Women)
113,right,12,10 Komangalam General (Women),10,Komangalam,General (Women)
113,right,13,11 Kasavanoor General (Women),11,Kasavanoor,General (Women)
113,right,14,12 Velur General (Women),12,Velur,General (Women)
113,right,15,13 Nangupatty General (Women),13,Nangupatty,General (Women)
113,right,16,14 Kodumbalur General (Women),14,Kodumbalur,General (Women)
113,right,17,15 Mandaiyur General (Women),15,Mandaiyur,General (Women)
113,right,18,16 Viralimalai General (Women),16,Viralimalai,General (Women)
113,right,19,17 Thengaithinnipatty General (Women),17,Thengaithinnipatty,General (Women)
113,right,20,18 Nambampatty General (Women),18,Nambampatty,General (Women)
113,right,21,19 Rajagiri General (Women),19,Rajagiri,General (Women)
113,right,22,20 Kunnathur General (Women),20,Kunnathur,General (Women)
113,right,23,21 Vemmani General,21,Vemmani,General
113,right,24,22 Pakkudi General,22,Pakkudi,General
113,right,25,23 Thondamanallur General,23,Thondamanallur,General
113,right,26,24 Kathalur General,24,Kathalur,General
113,right,27,25 Thennambadi General,25,Thennambadi,General
113,right,28,26 Poyyamani General,26,Poyyamani,General
113,right,29,27 Alangudy General,27,Alangudy,General
113,right,30,28 Vilapatti General,28,Vilapatti,General
113,right,31,29 Melapatchakudi General,29,Melapatchakudi,General
113,right,32,30 Thennathirayanpatti General,30,Thennathirayanpatti,General
113,right,33,31 Rajalipatti General,31,Rajalipatti,General
113,right,34,32 Perambur General,32,Perambur,General
113,right,35,33 Melboothagudi General,33,Melboothagudi,General
113,right,36,34 Avoor General,34,Avoor,General
113,right,37,35 Theravur General,35,Theravur,General
113,right,38,36 Virudhapatti General,36,Virudhapatti,General
113,right,39,37 Lakshmanappatty General,37,Lakshmanappatty,General
113,right,40,38 Vanathirayanpatty General,38,Vanathirayanpatty,General
113,right,41,39 Boothagudi General,39,Boothagudi,General
113,right,42,40 Kalkudi General,40,Kalkudi,General
113,right,43,41 Vadugappatty General,41,Vadugappatty,General
113,right,44,42 Agarapatty General,42,Agarapatty,General
113,right,45,43 Madhayanippatti General,43,Madhayanippatti,General
113,right,46,44 Palandanpatty General,44,Palandanpatty,General
113,right,47,45 Kalamavoor General,45,Kalamavoor,General
114,left,10,1 Mangulam SC (Women),1,Mangulam,SC (Women)
114,left,11,2 Pudhuthamaraipatti SC (Women),2,Pudhuthamaraipatti,SC (Women)
114,left,12,3 Illangiyendal SC (Women),3,Illangiyendal,SC (Women)
114,left,13,4 Thamaraipatti SC (General),4,Thamaraipatti,SC (General)
114,left,14,5 Thindiyur SC (General),5,Thindiyur,SC (General)
114,left,15,6 Kalimangalam SC (General),6,Kalimangalam,SC (General)
114,left,16,7 Ilamanoor SC (General),7,Ilamanoor,SC (General)
114,left,17,8 Kodikulam General (Women),8,Kodikulam,General (Women)
114,left,18,9 Kallandhiri General (Women),9,Kallandhiri,General (Women)
114,left,19,10 Narasingam' General (Women),10,Narasingam',General (Women)
114,left,20,11 Sakkimangalam General (Women),11,Sakkimangalam,General (Women)
114,left,21,12 Andar Kottaram General (Women),12,Andar Kottaram,General (Women)
114,left,22,13 Sakudi General (Women),13,Sakudi,General (Women)
114,left,23,14 Thirumohur General (Women),14,Thirumohur,General (Women)
114,left,24,15 Chinnamangulam General (Women),15,Chinnamangulam,General (Women)
114,left,25,16 Poolampatti General,16,Poolampatti,General
114,left,26,17 Idayapatti General,17,Idayapatti,General
114,left,27,18 Angadimangalam General,18,Angadimangalam,General
114,left,28,19 Kathakinaru General,19,Kathakinaru,General
114,left,29,20 Velliyankundram General,20,Velliyankundram,General
114,left,30,21 Rajakoor General,21,Rajakoor,General
114,left,31,22 Arumbanur General,22,Arumbanur,General
114,left,32,23 Isalani General,23,Isalani,General
114,left,33,24 Karcheri General,24,Karcheri,General
114,left,34,25 Kunnathur General,25,Kunnathur,General
114,left,35,26 Ayilangudi General,26,Ayilangudi,General
114,left,36,27 Poyyakaraipatti General,27,Poyyakaraipatti,General
114,left,37,28 Karuppayurani General,28,Karuppayurani,General
114,left,38,29 Kuruthur General,29,Kuruthur,General
114,left,39,30 Meenatchipuram General,30,Meenatchipuram,General
114,left,40,31 Mathur General,31,Mathur,General
114,left,41,32 Varichur General,32,Varichur,General
114,left,42,33 Pudhupatti General,33,Pudhupatti,General
114,left,43,34 Panaikulam General,34,Panaikulam,General
114,left,44,35 Othakadai General,35,Othakadai,General
114,left,45,36 Porusupatti General,36,Porusupatti,General
114,left,47,1 Kavanur SC (Women),1,Kavanur,SC (Women)
114,left,48,2 Boothagudi SC (Women),2,Boothagudi,SC (Women)
114,left,49,3 Karuvanur SC (General),3,Karuvanur,SC (General)
114,left,50,4 Kulamangalam SC (General),4,Kulamangalam,SC (General)
114,left,51,5 Kodimangalam SC (General),5,Kodimangalam,SC (General)
114,left,52,6 Veerapandi SC (General),6,Veerapandi,SC (General)
114,left,53,7 Ambalathadi General (Women),7,Ambalathadi,General (Women)
114,left,54,8 Chatrapatti General (Women),8,Chatrapatti,General (Women)
114,left,55,9 Manjampatti General (Women),9,Manjampatti,General (Women)
114,right,10,10 Periyapatti General (Women),10,Periyapatti,General (Women)
114,right,11,11 Samayanallur General (Women),11,Samayanallur,General (Women)
114,right,12,12 Thenur General (Women),12,Thenur,General (Women)
114,right,13,13 Vayaloor General (Women),13,Vayaloor,General (Women)
114,right,14,14 Thodaneri General (Women),14,Thodaneri,General (Women)
114,right,15,15 Adalai General,15,Adalai,General
114,right,16,16 Velichanatham General,16,Velichanatham,General
114,right,17,17 Alathur General,17,Alathur,General
114,right,18,18 Ariyur General,18,Ariyur,General
114,right,19,19 Chettikulam General,19,Chettikulam,General
114,right,20,20 Chinnapatti General,20,Chinnapatti,General
114,right,21,21 Eranium General,21,Eranium,General
114,right,22,22 Kovilpappakudi General,22,Kovilpappakudi,General
114,right,23,23 Malaipatti General,23,Malaipatti,General
114,right,24,24 Petchikulam General,24,Petchikulam,General
114,right,25,25 Podumbu General,25,Podumbu,General
114,right,26,26 Usilampatti General,26,Usilampatti,General
114,right,27,27 Vagaikulam General,27,Vagaikulam,General
114,right,28,28 Vairavanatham General,28,Vairavanatham,General
114,right,29,29 Siruvalai General,29,Siruvalai,General
114,right,31,1 Melakuilkudi SC(Women),1,Melakuilkudi,SC(Women)
114,right,32,2 Virathanur SC(Women),2,Virathanur,SC(Women)
114,right,33,3 Keelamathur SC(General),3,Keelamathur,SC(General)
114,right,34,4 Melamathur SC(General),4,Melamathur,SC(General)
114,right,35,5 Kodimangalam SC(General),5,Kodimangalam,SC(General)
114,right,36,6 Perungudi SC (General),6,Perungudi,SC (General)
114,right,37,7 Nillaiyur 1 Bit General(Women),7,Nillaiyur 1 Bit,General(Women)
114,right,38,8 Sakkilipatti General(Women),8,Sakkilipatti,General(Women)
114,right,39,9 Kombadi General(Women),9,Kombadi,General(Women)
114,right,40,10 Nallur General(Women),10,Nallur,General(Women)
114,right,41,11 Silaiman General(Women),11,Silaiman,General(Women)
114,right,42,12 Vilacheri General(Women),12,Vilacheri,General(Women)
114,right,43,13 Puliyankulam General(Women),13,Puliyankulam,General(Women)
114,right,44,14 Vedarpulliyankulam General(Women),14,Vedarpulliyankulam,General(Women)
114,right,45,15 Solankuruni General(Women),15,Solankuruni,General(Women)
114,right,46,16 Vadapalanchi General(Women),16,Vadapalanchi,General(Women)
114,right,47,17 Thoppur General(Women),17,Thoppur,General(Women)
114,right,48,18 Viraganur General(Women),18,Viraganur,General(Women)
114,right,49,19 Kusavankundu General,19,Kusavankundu,General
114,right,50,20 Valaiyapatti General,20,Valaiyapatti,General
114,right,51,21 Nillaiyur 2 Bit General,21,Nillaiyur 2 Bit,General
114,right,52,22 Pudukulam 1 Bit General,22,Pudukulam 1 Bit,General
