file,url,landing_url,title,election_year,district,stage,tier,bytes,sha256,retrieved_at,status
madarihat_form_a_bandapani_pdf_1_03mb_2023030288.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030288.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Bandapani (PDF 1.03MB )",2023,Alipurduar,final,gp_ward,1087230,6745e79e208790f1574db489ed5ef0912db0adfdee391d559c38638e4baaa17c,2026-09-06,downloaded
madarihat_form_a_birpara_i_pdf_1_30mb_2023030235.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030235.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Birpara-I (PDF 1.30MB )",2023,Alipurduar,final,gp_ward,1371527,c1a01197d5db0a797113eb3bcf486a64f7ede8bf83f42a1973e606897168371f,2026-09-06,downloaded
madarihat_form_a_birpara_ii_pdf_1_02mb_2023030255-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030255-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Birpara-II (PDF 1.02MB )",2023,Alipurduar,final,gp_ward,1075038,5092b4f06881279fabd0c56aa7b5aded1333d8ef50c73091db951bfd9b516db6,2026-09-06,downloaded
madarihat_form_a_hantapara_pdf_930_23kb_2023030275-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030275-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Hantapara (PDF 930.23KB )",2023,Alipurduar,final,gp_ward,952563,197258879b537251f8e291fb4a0406861a2674e9b2fbd5853f3d50477d454a9a,2026-09-06,downloaded
madarihat_form_a_khairbari_pdf_1_03mb_2023030264.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030264.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Khairbari (PDF 1.03MB )",2023,Alipurduar,final,gp_ward,1085499,bfbdfd4cd2ea6e2faf50c3e8a2284299b2d0b856dbee5e6ce72d06d5edf05841,2026-09-06,downloaded
madarihat_form_a_lankapara_pdf_846_86kb_2023030289.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030289.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Lankapara (PDF 846.86KB )",2023,Alipurduar,final,gp_ward,867194,903a706c3136fcb57a21618ae5289da9349d002da6e235089f272495f0225ed5,2026-09-06,downloaded
madarihat_form_a_madarihat_pdf_854_76kb_2023030275-3.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030275-3.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Madarihat (PDF 854.76KB )",2023,Alipurduar,final,gp_ward,875280,dddc11fa0983c7ff430d2444b6dbc4260704d0b6d512b0f2052605f2df8c9718,2026-09-06,downloaded
madarihat_form_a_rangalibazna_pdf_875_46kb_2023030236.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030236.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Rangalibazna (PDF 875.46KB )",2023,Alipurduar,final,gp_ward,896477,b486b859f4651038bd63ff7de073e2a8088705a6384d165aaf5d438c8b1526fb,2026-09-06,downloaded
madarihat_form_a_sishujhumra_pdf_1_58mb_2023030282-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030282-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Sishujhumra (PDF 1.58MB )",2023,Alipurduar,final,gp_ward,1666193,c11b669df482fcf05b374e3ca044c8bbac4b0579ba79c8481bf242cee2fe947f,2026-09-06,downloaded
madarihat_form_a_totopara_ballalguri_pdf_477_56kb_2023030259.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030259.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-A :- Totopara-Ballalguri (PDF 477.56KB )",2023,Alipurduar,final,gp_ward,489023,6541c2a69b739fc48ed23998537e711d0faa0da504f59904ff79d2f7c7580e54,2026-09-06,downloaded
madarihat_form_b_madarihat_birpara_ps_pdf_1_58mb_2023030267.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030267.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Madarihat, Form-B :- Madarihat-Birpara-PS (PDF 1.58MB )",2023,Alipurduar,final,block_member,1663227,5b5657be1a61683f784ac72aba2957d36f174201879ecd5d913f8e23bd23b1be,2026-09-06,downloaded
final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030243.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Final Order for Reservation of Office Bearer icw Zilla Parishad View (PDF 2 MB),2023,Alipurduar,final,office_or_zp,2109508,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,2026-09-06,downloaded
form1b_sabhapati_view_pdf_508_kb_2023030213.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030213.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form1B Sabhapati View (PDF 508 KB),2023,Alipurduar,final,office_or_zp,520515,d95d88ab6414b9ba10c818165f350d2fb881189c8d2f5a2edd102c1299e8d1e9,2026-09-06,downloaded
form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030255.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form1B Sahakari-Sabhapati View (PDF 486 KB),2023,Alipurduar,final,office_or_zp,498000,050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,2026-09-06,downloaded
form1b_pradhan_view_pdf_914_kb_2023030228.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form1B Pradhan View (PDF 914 KB),2023,Alipurduar,final,gp_head,935728,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,2026-09-06,downloaded
form1b_upa_pradhan_view_pdf_590_kb_2023030278.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030278.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form1B Upa-Pradhan View (PDF 590 KB),2023,Alipurduar,final,gp_deputy,604050,bbd210aed7e3b06d6339440eb52b3e638dd76c020bb640c458addef5523f7ae5,2026-09-06,downloaded
west_bengal_stat_election_commission_draft_order_for_reservation_of_office_bearer_icw_zilla_parishad_2023_view_2023030237.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030237.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,"West Bengal Stat Election Commission Draft Order for Reservation of Office Bearer icw Zilla Parishad, 2023 View (PDF 592 KB)",2023,Alipurduar,draft,office_or_zp,606228,e6e6140ef80b5998ce7dc02385ef014f3ddeb67ce154133f62ff060dd94b609d,2026-09-06,downloaded
form_1a_upa_pradhan_view_pdf_737_kb_2023030292.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030292.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form 1A Upa-Pradhan View (PDF 737 KB),2023,Alipurduar,draft,gp_deputy,754812,c94f363f20effead613bd74ad5c6885fd2b4bd2904641a1740653c2a5880f706,2026-09-06,downloaded
form_1a_sahakari_sabhapati_view_pdf_611_kb_2023030273.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030273.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form 1A Sahakari-Sabhapati View (PDF 611 KB),2023,Alipurduar,draft,office_or_zp,625613,535bb0e14f8cc7fc02760873bd41b7a720425bb8c4a325c0ca7a60fefb143c18,2026-09-06,downloaded
form_1a_sabhapati_view_pdf_628_kb_2023030297.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030297.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form 1A Sabhapati View (PDF 628 KB),2023,Alipurduar,draft,office_or_zp,642650,905fe1f58a347fc95973bcae468d16871f8a04eb116461b63ede602707b3b6ce,2026-09-06,downloaded
form_1a_pradhan_view_pdf_1_mb_2023030211.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030211.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,Form 1A Pradhan View (PDF 1 MB),2023,Alipurduar,draft,gp_head,1147282,103f216a2639fd1d114f26e87ed846966ca61d8756623d85fdb86088ea32a5a1,2026-09-06,downloaded
publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030137.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,"Publication of Final order showing the Delimitation of Constituencies and Reservation of Seats for the Zilla Parishad for the ensuing Panchayat General Election, 2023 View (PDF 472 KB)",2023,Alipurduar,final,office_or_zp,483611,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2026-09-06,downloaded
publication_of_draft_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_alipurd_2023022874.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/02/2023022874.pdf,https://alipurduar.gov.in/information-window-pge-2023-2/,"Publication of Draft order showing the Delimitation of Constituencies and Reservation of Seats for the Alipurduar Zilla Parishad in Form C for the ensuing Panchayat General Election, 2023 View (PDF 940 KB)",2023,Alipurduar,draft,office_or_zp,962877,cce318186a4ceb534c0eb6df9088f81f488776bb93ebd2fce3f68e52dd178004,2026-09-06,downloaded
