district,term,source_file,page,row,y0,y1,column,reading
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,16,1020,1081,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,16,1020,1081,women,Pipulberia
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,17,1081,1141,caste,Tehatta-t 1
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,17,1081,1141,women,lock
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,18,1141,1201,caste,Natna (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,18,1141,1201,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,19,1201,1260,caste,Tehatta (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,19,1201,1260,women,Tehatta
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,20,1260,1320,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,20,1260,1320,women,Chanderghat
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,21,1320,1379,caste,Betai-I (ST)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,21,1320,1379,women,Betai-l
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,22,1379,1438,caste,Betai-ll (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,22,1379,1438,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,23,1438,1497,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,23,1438,1497,women,Raghunathpur
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,24,1497,1558,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,1,24,1497,1558,women,Chhitka
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,1,3,191,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,1,3,191,women,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,2,191,237,caste,(4)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,2,191,237,women,(5)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,3,237,296,caste,Kanainagar (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,3,237,296,women,Kanainagar
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,4,296,357,caste,Tehatta-II
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,4,296,357,women,3lock
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,5,357,415,caste,Gopinathpur (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,5,357,415,women,Gopinathpur
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,6,415,475,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,6,415,475,women,Palashipara
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,7,475,534,caste,Sahebnagar (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,7,475,534,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,8,534,596,caste,Palsunda-! (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,8,534,596,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,9,596,656,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,9,596,656,women,Barnia
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,10,656,716,caste,Hanspukuria (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,10,656,716,women,Hanspukuria
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,11,716,775,caste,Nakaship
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,11,716,775,women,ara
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,12,775,837,caste,Bilkumari (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,12,775,837,women,Bilkumari
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,13,837,897,caste,Dhananjoypur (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,13,837,897,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,14,897,956,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,14,897,956,women,Patikabari
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,15,956,1016,caste,Bethuadahari-I] (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,15,956,1016,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,16,1016,1076,caste,Bikrampur (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,16,1016,1076,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,17,1076,1136,caste,Majhergram (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,17,1076,1136,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,18,1136,1195,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,18,1136,1195,women,Nakashipara
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,19,1195,1254,caste,Billwagram (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,19,1195,1254,women,Billwagram
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,20,1254,1315,caste,Birpur-l] (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,20,1254,1315,women,Birpur-ll
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,21,1315,1375,caste,Dogachhia (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,21,1315,1375,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,22,1375,1434,caste,Dharmada (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,22,1375,1434,women,Dharmada
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,23,1434,1494,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,23,1434,1494,women,Muragachha
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,24,1494,1556,caste,Kaliganj E
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,24,1494,1556,women,lock
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,25,1556,1615,caste,Kaliganj (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,25,1556,1615,women,Kalhigany
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,26,1615,1675,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,26,1615,1675,women,Plassey-l
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,27,1675,1736,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,27,1675,1736,women,Plassey-t!
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,28,1736,1796,caste,Mira-I (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,28,1736,1796,women,Mira-l
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,29,1796,1856,caste,Mira-II (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,29,1796,1856,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,30,1856,1915,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,30,1856,1915,women,Hatgachha
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,31,1915,1975,caste,Juranpur (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,31,1915,1975,women,Juranpur
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,32,1975,2034,caste,Matiary (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,32,1975,2034,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,33,2034,2093,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,33,2034,2093,women,Faridpur
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,34,2093,2152,caste,Palitbegia (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,34,2093,2152,women,Palitbegia
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,35,2152,2213,caste,Debagram (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,2,35,2152,2213,women,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,1,2,190,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,1,2,190,women,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,2,190,237,caste,(4)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,2,190,237,women,(5)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,3,237,296,caste,Krishnaganj
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,3,237,296,women,Block
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,4,296,356,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,4,296,356,women,Joyghata
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,5,356,415,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,5,356,415,women,Shibnibas
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,6,415,474,caste,Gobindapur (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,6,415,474,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,7,474,533,caste,Talda-Majdia (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,7,474,533,women,Talda-Majdia
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,8,533,604,caste,BhajanghatTungi (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,8,533,604,women,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,9,604,673,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,9,604,673,women,Matiary Banpur
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,10,673,733,caste,Chapra B
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,10,673,733,women,ock
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,11,733,795,caste,Hridaypur (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,11,733,795,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,12,795,855,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,12,795,855,women,Hatishala-ll
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,13,855,914,caste,Alfa (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,13,855,914,women,Alfa
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,14,914,973,caste,Chapra-l (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,14,914,973,women,Chapra-!
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,15,973,1034,caste,Chapra-II (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,15,973,1034,women,.
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,16,1034,1093,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,16,1034,1093,women,Kalinga
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,17,1093,1153,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,17,1093,1153,women,Pipragachht
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,18,1153,1211,caste,Bagberia (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,18,1153,1211,women,Bagberta
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,19,1211,1273,caste,Brittihuda (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,19,1211,1273,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,20,1273,1332,caste,Krishnagar-l
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,20,1273,1332,women,| Block
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,21,1332,1391,caste,Noapara-! (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,21,1332,1391,women,Naopara-!
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,22,1391,1451,caste,Noapara-Il (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,22,1391,1451,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,23,1451,1512,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,23,1451,1512,women,Sadhanpara-!
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,24,1512,1572,caste,Belpukur (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,24,1512,1572,women,Belpukur
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,25,1572,1632,caste,Dhubulia-! (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,25,1572,1632,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,26,1632,1692,caste,Dhubulia-II (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,26,1632,1692,women,Dhubulia-l!
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,27,1692,1753,caste,Krishnagar-.
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,27,1692,1753,women,Block
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,28,1753,1813,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,28,1753,1813,women,Bhimpur
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,29,1813,1872,caste,Asannagar (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,29,1813,1872,women,Asannagar
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,30,1872,1932,caste,Bhanderkhola (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,30,1872,1932,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,31,1932,1992,caste,Dogachhi (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,31,1932,1992,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,32,1992,2050,caste,Chakdignagar (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,32,1992,2050,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,33,2050,2109,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,33,2050,2109,women,Deypara
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,34,2109,2169,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,34,2109,2169,women,Joania
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,35,2169,2229,caste,Ruipukur (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,3,35,2169,2229,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,1,3,191,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,1,3,191,women,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,2,191,237,caste,(4)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,2,191,237,women,(5)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,3,237,296,caste,Bhaluka (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,3,237,296,women,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,4,296,356,caste,Nabadwip
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,4,296,356,women,Stock
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,5,356,415,caste,Swarupganj (BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,5,356,415,women,.
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,6,415,474,caste,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,6,415,474,women,Char Majdia Char Brahmanagar
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,7,474,534,caste,Majdia Panshila (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,7,474,534,women,Majdia Panshila
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,8,534,599,caste,Mayapur Bamanpukur-! (SC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,8,534,599,women,Mayapur Bamanpukur-|
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,9,599,659,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,9,599,659,women,Mayapur Bamanpukur-I]
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,10,659,719,caste,Santipur I
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,10,659,719,women,dock
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,11,719,779,caste,Gayeshpur(BC)
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,11,719,779,women,-
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,12,779,840,caste,
Nadia,2018,nadia_FORM_1B_Prodhan_Upa-Prodhan-06032018_29b77844.pdf,4,12,779,840,women,Haripur
